"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043244","BP","GO:0043244","regulation of protein-containing complex disassembly","15/1111","113/18670",0.00284724843118115,0.00284724843118115,0.175904081115467,"NAV3/CLASP1/TTBK2/CAMSAP1/MAP1B/APC/RDX/ADD3/SCAF4/F2RL1/HDGFL3/MAP1A/BNIP3/ASPH/SCAF8",15
"GO:0044247","BP","GO:0044247","cellular polysaccharide catabolic process","6/1111","25/18670",0.00291653058949382,0.00291653058949382,0.177986988734963,"RB1CC1/PHKA1/PYGL/PHKB/PGM2L1/PPP1R3B",6
"GO:0090503","BP","GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","8/1111","42/18670",0.00295824659207189,0.00295824659207189,0.178357695608241,"DIS3/ERI1/XRN1/CNOT1/CNOT6L/PAN3/DIS3L/CNOT7",8
"GO:0031965","CC","GO:0031965","nuclear membrane","39/1160","296/19717",2.02045643751652e-06,2.02045643751652e-06,0.00118462551125969,"PAFAH1B1/RB1CC1/TPR/ATP11B/NAV3/OSBPL3/HACD3/PCM1/RIF1/TXLNG/P2RX6/DNAJC2/KPNB1/NUP155/GTF3C3/EPC1/NUP153/IL15RA/UGT2B28/DNAJC1/PSEN2/MINDY3/TMEM18/AHCTF1/NUP205/DPY19L4/MCM3AP/KLHDC2/NEMP1/SMAD1/CERS6/TNKS/LEMD3/ZNF354C/KPNA4/NEMP2/POM121/SH3BGRL2/POM121C",39
"GO:0000151","CC","GO:0000151","ubiquitin ligase complex","37/1160","282/19717",4.04850057180184e-06,4.04850057180184e-06,0.00118684990447033,"ANKIB1/UBR2/RNF19A/NEDD4/RAD18/KLHL20/FBXL20/SMURF2/DCUN1D4/FBXW7/CAND1/FBXL4/KLHL24/WWP1/MKLN1/CDC16/DCAF8/DCAF1/MARCHF6/FBXO38/RNF217/DCUN1D2/RNF144A/AMN1/ANAPC1/PCGF6/BABAM2/AMFR/DCAF16/SUGT1/USP47/PHC3/KLHL15/MED12/DCUN1D3/UBE2V1/GAN",37
"GO:0061695","CC","GO:0061695","transferase complex, transferring phosphorus-containing groups","34/1160","259/19717",9.71623018219872e-06,9.71623018219872e-06,0.00189892638999463,"RB1CC1/INSRR/CDK14/TAF2/PHKA1/PIK3C3/ERC1/POLR2F/POLA1/PRPS2/PHKB/IKBKB/CHRAC1/TWISTNB/TGFBR1/CCNJ/POLR3G/PIK3CA/RPAP2/PRKAB2/CCNH/RPRD1A/PIK3R1/POLR3D/SIK2/SOCS5/CCNE2/SOCS3/SOCS1/TAF9B/TCEA1/TRRAP/MAP3K5/SOCS7",34
"GO:0005635","CC","GO:0005635","nuclear envelope","51/1160","464/19717",1.29615912166236e-05,1.29615912166236e-05,0.00189989639675246,"PAFAH1B1/RB1CC1/TPR/PTGER3/ATP11B/NAV3/OSBPL3/HACD3/PCM1/RIF1/TXLNG/TYRO3/P2RX6/POLA1/DNAJC2/KPNB1/NUP88/NUP155/GTF3C3/ENY2/EPC1/NUP153/XPO7/IL15RA/UGT2B28/DNAJC1/PSEN2/MINDY3/TMEM18/DST/AHCTF1/NUP205/DPY19L4/MCM3AP/KLHDC2/NEMP1/SMAD1/CERS6/TNKS/LEMD3/BNIP3/ZNF354C/RGPD6/XPOT/KPNA4/NEMP2/POM121/KPNA5/SH3BGRL2/IPO9/POM121C",51
"GO:0005643","CC","GO:0005643","nuclear pore","16/1160","89/19717",5.60482501733499e-05,5.60482501733499e-05,0.00657239480980124,"TPR/KPNB1/NUP88/NUP155/ENY2/NUP153/XPO7/AHCTF1/NUP205/MCM3AP/TNKS/RGPD6/XPOT/POM121/KPNA5/POM121C",16
"GO:0042405","CC","GO:0042405","nuclear inclusion body","5/1160","13/19717",0.000604109291839502,0.000604109291839502,0.059033136062211,"TPR/RAD18/NBN/NUP153/SLF1",5
"GO:0005942","CC","GO:0005942","phosphatidylinositol 3-kinase complex","7/1160","27/19717",0.000751261419106059,0.000751261419106059,0.0629252045777556,"PIK3C3/PIK3CA/PIK3R1/SOCS5/SOCS3/SOCS1/SOCS7",7
"GO:0018995","CC","GO:0018995","host cellular component","12/1160","73/19717",0.00106595707623886,0.00106595707623886,0.0655147092967871,"TPR/FMR1/KPNB1/NUP88/NUP155/NUP153/NUP205/VPS37A/GBP2/POM121/CNOT7/POM121C",12
"GO:0043657","CC","GO:0043657","host cell","12/1160","73/19717",0.00106595707623886,0.00106595707623886,0.0655147092967871,"TPR/FMR1/KPNB1/NUP88/NUP155/NUP153/NUP205/VPS37A/GBP2/POM121/CNOT7/POM121C",12
"GO:0031248","CC","GO:0031248","protein acetyltransferase complex","14/1160","95/19717",0.00128978998758505,0.00128978998758505,0.0655147092967871,"TAF2/ING3/KAT6A/JADE3/NAA25/ENY2/EPC1/EPC2/KAT7/KANSL1L/TADA1/YEATS2/TAF9B/TRRAP",14
"GO:1902493","CC","GO:1902493","acetyltransferase complex","14/1160","95/19717",0.00128978998758505,0.00128978998758505,0.0655147092967871,"TAF2/ING3/KAT6A/JADE3/NAA25/ENY2/EPC1/EPC2/KAT7/KANSL1L/TADA1/YEATS2/TAF9B/TRRAP",14
"GO:0000123","CC","GO:0000123","histone acetyltransferase complex","13/1160","85/19717",0.00134087555831844,0.00134087555831844,0.0655147092967871,"TAF2/ING3/KAT6A/JADE3/ENY2/EPC1/EPC2/KAT7/KANSL1L/TADA1/YEATS2/TAF9B/TRRAP",13
"GO:0034399","CC","GO:0034399","nuclear periphery","17/1160","131/19717",0.00176074707331618,0.00176074707331618,0.0794118315657581,"TPR/ARFGEF1/POLA1/SMC3/PSPC1/NUP153/AHCTF1/NUP205/PAXIP1/HLCS/ZNF326/ATXN7/RAD21/CLIC4/XPOT/PRPF40A/SCAF8",17
"GO:0044615","CC","GO:0044615","nuclear pore nuclear basket","4/1160","12/19717",0.00402944667458657,0.00402944667458657,0.154084695761333,"TPR/ENY2/NUP153/MCM3AP",4
"GO:0008287","CC","GO:0008287","protein serine/threonine phosphatase complex","8/1160","45/19717",0.0043113839730467,0.0043113839730467,0.154084695761333,"PPP2R2C/PPP4R4/PPP3CC/PPP3CA/NCK1/PPP1R3B/PPP2R2D/PPP2R2A",8
"GO:1903293","CC","GO:1903293","phosphatase complex","8/1160","45/19717",0.0043113839730467,0.0043113839730467,0.154084695761333,"PPP2R2C/PPP4R4/PPP3CC/PPP3CA/NCK1/PPP1R3B/PPP2R2D/PPP2R2A",8
"GO:0016363","CC","GO:0016363","nuclear matrix","14/1160","109/19717",0.00473042782319353,0.00473042782319353,0.154084695761333,"ARFGEF1/POLA1/SMC3/PSPC1/AHCTF1/PAXIP1/HLCS/ZNF326/ATXN7/RAD21/CLIC4/XPOT/PRPF40A/SCAF8",14
"GO:1902911","CC","GO:1902911","protein kinase complex","14/1160","109/19717",0.00473042782319353,0.00473042782319353,0.154084695761333,"RB1CC1/INSRR/CDK14/PHKA1/ERC1/PHKB/IKBKB/TGFBR1/CCNJ/PRKAB2/CCNH/SIK2/CCNE2/MAP3K5",14
"GO:0033038","MF","GO:0033038","bitter taste receptor activity","9/1089","23/17696",4.55826481611628e-06,4.55826481611628e-06,0.0039105113948787,"TAS2R3/TAS2R4/TAS2R19/TAS2R50/TAS2R14/TAS2R40/TAS2R39/TAS2R20/TAS2R31",9
"GO:0008527","MF","GO:0008527","taste receptor activity","9/1089","29/17696",3.99289874158552e-05,3.99289874158552e-05,0.0100724727610145,"TAS2R3/TAS2R4/TAS2R19/TAS2R50/TAS2R14/TAS2R40/TAS2R39/TAS2R20/TAS2R31",9
"GO:0019783","MF","GO:0019783","ubiquitin-like protein-specific protease activity","20/1089","123/17696",5.97640230722441e-05,5.97640230722441e-05,0.0100724727610145,"ZRANB1/USP14/USP46/USP34/SENP5/STAMBP/USP37/USP44/MINDY3/USP12/OTUD6B/USP25/USP16/USP24/MYSM1/OTUD4/USP47/USP17L15/USP17L5/USP17L13",20
"GO:0036459","MF","GO:0036459","thiol-dependent ubiquitinyl hydrolase activity","19/1089","114/17696",6.42317151920879e-05,6.42317151920879e-05,0.0100724727610145,"ZRANB1/USP14/USP46/USP34/STAMBP/USP37/USP44/MINDY3/USP12/OTUD6B/USP25/USP16/USP24/MYSM1/OTUD4/USP47/USP17L15/USP17L5/USP17L13",19
"GO:0101005","MF","GO:0101005","ubiquitinyl hydrolase activity","19/1089","114/17696",6.42317151920879e-05,6.42317151920879e-05,0.0100724727610145,"ZRANB1/USP14/USP46/USP34/STAMBP/USP37/USP44/MINDY3/USP12/OTUD6B/USP25/USP16/USP24/MYSM1/OTUD4/USP47/USP17L15/USP17L5/USP17L13",19
"GO:0004843","MF","GO:0004843","thiol-dependent ubiquitin-specific protease activity","18/1089","106/17696",7.72420332255091e-05,7.72420332255091e-05,0.0100724727610145,"ZRANB1/USP14/USP46/USP34/STAMBP/USP37/USP44/USP12/OTUD6B/USP25/USP16/USP24/MYSM1/OTUD4/USP47/USP17L15/USP17L5/USP17L13",18
"GO:0031624","MF","GO:0031624","ubiquitin conjugating enzyme binding","9/1089","32/17696",9.45908553035114e-05,9.45908553035114e-05,0.0100724727610145,"ANKIB1/RNF19A/DCUN1D4/ZMYM2/MARCHF6/RNF217/DCUN1D2/RNF144A/DCUN1D3",9
"GO:0004842","MF","GO:0004842","ubiquitin-protein transferase activity","43/1089","382/17696",9.4663449404561e-05,9.4663449404561e-05,0.0100724727610145,"ANKIB1/RNF216/UBR2/RNF19A/NEDD4/RAD18/HLTF/KLHL20/CNOT4/NFX1/G2E3/HECTD1/TRIM9/RNF24/MIB1/UBR5/FBXL20/SMURF2/FBXL4/BIRC6/RBBP6/WWP1/RLIM/RNF38/PELI2/MARCHF6/RNF217/RNF144A/AMN1/ANAPC1/AMFR/FBXO22/TRIM56/TTC3/MED12/UBE2G2/ZNRF1/UBE2H/WDSUB1/TRIM33/MARCHF5/RNF103/UBE2V1",43
"GO:0004527","MF","GO:0004527","exonuclease activity","15/1089","81/17696",0.000109773908097319,0.000109773908097319,0.0100724727610145,"REXO5/MRE11/DIS3/ERI1/XRN1/CNOT1/ENPP2/CNOT6L/TATDN1/PAN3/WRN/DIS3L/GEN1/EXD3/CNOT7",15
"GO:0004402","MF","GO:0004402","histone acetyltransferase activity","13/1089","64/17696",0.000117409191692807,0.000117409191692807,0.0100724727610145,"ING3/KAT6A/NCOA1/ATF2/EPC1/GTF3C4/ELP3/EPC2/KAT7/KANSL1L/TADA1/MCM3AP/TAF9B",13
"GO:0061733","MF","GO:0061733","peptide-lysine-N-acetyltransferase activity","13/1089","66/17696",0.000163010715451617,0.000163010715451617,0.0120665977581445,"ING3/KAT6A/NCOA1/ATF2/EPC1/GTF3C4/ELP3/EPC2/KAT7/KANSL1L/TADA1/MCM3AP/TAF9B",13
"GO:0034212","MF","GO:0034212","peptide N-acetyltransferase activity","14/1089","75/17696",0.000168784312199812,0.000168784312199812,0.0120665977581445,"ING3/KAT6A/NCOA1/NAA25/ATF2/EPC1/GTF3C4/ELP3/EPC2/KAT7/KANSL1L/TADA1/MCM3AP/TAF9B",14
"GO:0019787","MF","GO:0019787","ubiquitin-like protein transferase activity","44/1089","407/17696",0.000197991276025849,0.000197991276025849,0.0130658210494791,"ANKIB1/RNF216/UBR2/RNF19A/NEDD4/RAD18/HLTF/KLHL20/PIAS2/CNOT4/NFX1/G2E3/HECTD1/TRIM9/RNF24/MIB1/UBR5/FBXL20/SMURF2/FBXL4/BIRC6/RBBP6/WWP1/RLIM/RNF38/PELI2/MARCHF6/RNF217/RNF144A/AMN1/ANAPC1/AMFR/FBXO22/TRIM56/TTC3/MED12/UBE2G2/ZNRF1/UBE2H/WDSUB1/TRIM33/MARCHF5/RNF103/UBE2V1",44
"GO:0045309","MF","GO:0045309","protein phosphorylated amino acid binding","11/1089","51/17696",0.000222431923851555,0.000222431923851555,0.0136302269127081,"NEDD4/SHD/FBXW7/SHF/ABL2/PIK3R1/RASA1/SCAF4/YES1/SOCS3/SCAF8",11
"GO:0044390","MF","GO:0044390","ubiquitin-like protein conjugating enzyme binding","9/1089","37/17696",0.000317639394462631,0.000317639394462631,0.0181667443148803,"ANKIB1/RNF19A/DCUN1D4/ZMYM2/MARCHF6/RNF217/DCUN1D2/RNF144A/DCUN1D3",9
"GO:0008080","MF","GO:0008080","N-acetyltransferase activity","15/1089","90/17696",0.000367639394188727,0.000367639394188727,0.0197122438331456,"ING3/KAT6A/NCOA1/NAA25/ATF2/EPC1/GTF3C4/ELP3/EPC2/KAT7/KANSL1L/TADA1/MCM3AP/HGSNAT/TAF9B",15
"GO:0004386","MF","GO:0004386","helicase activity","22/1089","163/17696",0.000426696940722114,0.000426696940722114,0.0212530924250636,"MRE11/RAD18/HLTF/BTAF1/DICER1/NBN/DDX59/CHD6/CHD1L/DDX46/G3BP1/CHD1/MOV10/RAD54L2/WRN/CHD7/DHX36/CHD9/ERCC6L2/FANCM/RAD54B/DDX52",22
"GO:0008408","MF","GO:0008408","3'-5' exonuclease activity","11/1089","55/17696",0.000445923779716058,0.000445923779716058,0.0212530924250636,"MRE11/DIS3/ERI1/CNOT1/CNOT6L/TATDN1/PAN3/WRN/DIS3L/EXD3/CNOT7",11
"GO:0051219","MF","GO:0051219","phosphoprotein binding","14/1089","83/17696",0.000503406199111444,0.000503406199111444,0.0227299751953366,"PAFAH1B1/NEDD4/PLAT/SHD/FBXW7/ARR3/SHF/ABL2/PIK3R1/RASA1/SCAF4/YES1/SOCS3/SCAF8",14
"GO:0016796","MF","GO:0016796","exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","11/1089","57/17696",0.00061436456469962,0.00061436456469962,0.0263530063279047,"MRE11/DIS3/ERI1/XRN1/CNOT1/CNOT6L/TATDN1/PAN3/DIS3L/GEN1/CNOT7",11
"GO:0008234","MF","GO:0008234","cysteine-type peptidase activity","23/1089","184/17696",0.00094920745863719,0.00094920745863719,0.0385342516942139,"ZRANB1/USP14/CASP2/USP46/USP34/SENP5/STAMBP/CAPN7/USP37/USP44/MINDY3/USP12/OTUD6B/USP25/USP16/USP24/MYSM1/OTUD4/USP47/CASP4/USP17L15/USP17L5/USP17L13",23
"GO:0004674","MF","GO:0004674","protein serine/threonine kinase activity","44/1089","439/17696",0.00098817896982708,0.00098817896982708,0.0385342516942139,"MAP4K3/MAP4K5/MAPK9/CDK14/CDK17/SLK/PHKA1/MAST4/MAPK6/MARK3/STRADB/MAP3K20/TRPM7/CDKL1/PHKB/RIPK2/IKBKB/STK3/MAST1/TGFBR1/MAPK8/HIPK3/PRKD3/AKT3/PIK3CA/TTBK2/PRKAB2/ROCK2/CCNH/RPS6KC1/TSSK4/CDC42BPA/DCAF1/CSNK1G3/TNIK/DYRK1A/BRAF/PRKCI/SIK2/PRKCE/MAP3K15/MAPK11/MAP3K5/PRKDC",44
"GO:0046935","MF","GO:0046935","1-phosphatidylinositol-3-kinase regulator activity","5/1089","14/17696",0.00109624445304537,0.00109624445304537,0.0399065097144476,"PIK3R1/SOCS5/SOCS3/SOCS1/SOCS7",5
"GO:0016407","MF","GO:0016407","acetyltransferase activity","16/1089","110/17696",0.00111640297115264,0.00111640297115264,0.0399065097144476,"ING3/KAT6A/NCOA1/NAA25/ATF2/EPC1/GTF3C4/CASD1/ELP3/EPC2/KAT7/KANSL1L/TADA1/MCM3AP/HGSNAT/TAF9B",16
"GO:0017056","MF","GO:0017056","structural constituent of nuclear pore","7/1089","28/17696",0.00123752591905992,0.00123752591905992,0.0410506391140908,"TPR/NUP88/NUP155/NUP153/NUP205/POM121/POM121C",7
"GO:0003678","MF","GO:0003678","DNA helicase activity","13/1089","81/17696",0.00127325572919976,0.00127325572919976,0.0410506391140908,"MRE11/RAD18/NBN/CHD6/CHD1L/G3BP1/CHD1/RAD54L2/WRN/CHD7/DHX36/CHD9/RAD54B",13
"GO:0016896","MF","GO:0016896","exoribonuclease activity, producing 5'-phosphomonoesters","8/1089","36/17696",0.00129196183224102,0.00129196183224102,0.0410506391140908,"DIS3/ERI1/XRN1/CNOT1/CNOT6L/PAN3/DIS3L/CNOT7",8
"GO:0016410","MF","GO:0016410","N-acyltransferase activity","16/1089","113/17696",0.0014921958672473,0.0014921958672473,0.0457195350303215,"ING3/KAT6A/NCOA1/NAA25/ATF2/EPC1/GTF3C4/ELP3/EPC2/KAT7/KANSL1L/TADA1/MCM3AP/HGSNAT/CERS6/TAF9B",16
"GO:0004532","MF","GO:0004532","exoribonuclease activity","8/1089","38/17696",0.0018719415843812,0.0018719415843812,0.0553768563074657,"DIS3/ERI1/XRN1/CNOT1/CNOT6L/PAN3/DIS3L/CNOT7",8
"GO:0008017","MF","GO:0008017","microtubule binding","27/1089","246/17696",0.00255969744280127,0.00255969744280127,0.0731983654695802,"KRIT1/PAFAH1B1/MAP4/NAV3/KIF2A/CLASP1/DNM1L/KIF9/FMR1/MAST1/SGIP1/TUBGCP3/TTBK2/CAMSAP1/MAP1B/APC/TERF1/DST/NEIL2/CEP295/CEP57/HDGFL3/MAP1A/KIF5C/FNTA/JAKMIP3/MAP1LC3B2",27
"GO:0004551","MF","GO:0004551","nucleotide diphosphatase activity","5/1089","17/17696",0.00290272280718747,0.00290272280718747,0.0732420770234609,"GARS1/NUDT15/ENPP2/NUDT4/NUDT3",5
"GO:0035014","MF","GO:0035014","phosphatidylinositol 3-kinase regulator activity","5/1089","17/17696",0.00290272280718747,0.00290272280718747,0.0732420770234609,"PIK3R1/SOCS5/SOCS3/SOCS1/SOCS7",5
"GO:0051010","MF","GO:0051010","microtubule plus-end binding","5/1089","17/17696",0.00290272280718747,0.00290272280718747,0.0732420770234609,"PAFAH1B1/CLASP1/TTBK2/APC/DST",5
"GO:0070628","MF","GO:0070628","proteasome binding","5/1089","17/17696",0.00290272280718747,0.00290272280718747,0.0732420770234609,"PSME4/USP14/ID1/ECPAS/SACS",5
"GO:0140097","MF","GO:0140097","catalytic activity, acting on DNA","24/1089","213/17696",0.00307073397766242,0.00307073397766242,0.0752676147908233,"MRE11/RAD18/DICER1/METTL4/POLA1/NBN/CHRAC1/CHD6/CHD1L/REV1/FTO/G3BP1/TERF1/TATDN1/CHD1/NEIL2/PBRM1/RAD54L2/WRN/CHD7/DHX36/CHD9/GEN1/RAD54B",24
"GO:0035197","MF","GO:0035197","siRNA binding","4/1089","11/17696",0.00331857319431322,0.00331857319431322,0.0790829577007389,"DICER1/FMR1/AGO2/TLR9",4
"GO:0043175","MF","GO:0043175","RNA polymerase core enzyme binding","10/1089","61/17696",0.00382461288285428,0.00382461288285428,0.085881429781755,"WAC/RPAP2/AGO2/ELP3/RPRD1A/SCAF4/ZNF326/UVSSA/SCAF8/RRN3P1",10
"GO:0008094","MF","GO:0008094","DNA-dependent ATPase activity","15/1089","113/17696",0.00389526028292523,0.00389526028292523,0.085881429781755,"MRE11/RAD18/NBN/CHD6/CHD1L/CCNH/G3BP1/CHD1/PBRM1/RAD54L2/WRN/CHD7/DHX36/CHD9/RAD54B",15
"GO:0004518","MF","GO:0004518","nuclease activity","23/1089","205/17696",0.00390418033547733,0.00390418033547733,0.085881429781755,"REXO5/MRE11/DIS3/DICER1/ERI1/XRN1/PMS2/AGO2/CNOT1/RNASEH2B/ENPP2/CNOT6L/G3BP1/TATDN1/ZC3H12C/PAN3/WRN/DIS3L/GEN1/EXD3/FANCM/PGAP1/CNOT7",23
"GO:0000175","MF","GO:0000175","3'-5'-exoribonuclease activity","7/1089","34/17696",0.00407295103158627,0.00407295103158627,0.0873540813353372,"DIS3/ERI1/CNOT1/CNOT6L/PAN3/DIS3L/CNOT7",7
"GO:0004197","MF","GO:0004197","cysteine-type endopeptidase activity","15/1089","116/17696",0.00499422036996515,0.00499422036996515,0.104500374878603,"USP14/CASP2/USP46/USP34/CAPN7/USP37/USP12/USP25/USP16/USP24/USP47/CASP4/USP17L15/USP17L5/USP17L13",15
"GO:0004535","MF","GO:0004535","poly(A)-specific ribonuclease activity","4/1089","13/17696",0.00651300156130709,0.00651300156130709,0.128369782083893,"CNOT1/CNOT6L/PAN3/CNOT7",4
"GO:0004722","MF","GO:0004722","protein serine/threonine phosphatase activity","11/1089","76/17696",0.00658387348602053,0.00658387348602053,0.128369782083893,"PHLPP2/PPP2R2C/PPM1A/MYH3/PPP3CC/RPAP2/PPP3CA/PDP1/PDP2/PPP2R2D/PPP2R2A",11
"GO:0070063","MF","GO:0070063","RNA polymerase binding","11/1089","76/17696",0.00658387348602053,0.00658387348602053,0.128369782083893,"NEDD4/WAC/RPAP2/AGO2/ELP3/RPRD1A/SCAF4/ZNF326/UVSSA/SCAF8/RRN3P1",11
"GO:0070840","MF","GO:0070840","dynein complex binding","5/1089","21/17696",0.00777616842759296,0.00777616842759296,0.148247421485106,"PAFAH1B1/TPR/FMR1/SMC3/APC",5
"GO:0061659","MF","GO:0061659","ubiquitin-like protein ligase activity","24/1089","230/17696",0.00799392679653937,0.00799392679653937,0.149085820118526,"ANKIB1/RNF216/UBR2/RNF19A/NEDD4/RAD18/HLTF/PIAS2/NFX1/RNF24/UBR5/SMURF2/RBBP6/WWP1/RLIM/PELI2/MARCHF6/RNF217/RNF144A/ANAPC1/AMFR/MED12/ZNRF1/RNF103",24
"GO:0004721","MF","GO:0004721","phosphoprotein phosphatase activity","20/1089","182/17696",0.0085248992524455,0.0085248992524455,0.155130681792952,"MTMR7/PHLPP2/PPP2R2C/DLG1/MTMR2/PTPN4/PPM1A/MYH3/PPP3CC/RPAP2/PTPN12/PPP3CA/DUSP10/PDP1/PDP2/PPP1R3B/PPP2R2D/PTP4A3/PTPRT/PPP2R2A",20
"GO:0004707","MF","GO:0004707","MAP kinase activity","4/1089","14/17696",0.00867970440461177,0.00867970440461177,0.155130681792952,"MAPK9/MAPK6/MAPK8/MAPK11",4
"GO:0061630","MF","GO:0061630","ubiquitin protein ligase activity","23/1089","221/17696",0.0095652677740263,0.0095652677740263,0.167469242445358,"ANKIB1/RNF216/UBR2/RNF19A/NEDD4/RAD18/HLTF/NFX1/RNF24/UBR5/SMURF2/RBBP6/WWP1/RLIM/PELI2/MARCHF6/RNF217/RNF144A/ANAPC1/AMFR/MED12/ZNRF1/RNF103",23
"GO:0042393","MF","GO:0042393","histone binding","21/1089","197/17696",0.00997838282086497,0.00997838282086497,0.171208042084315,"KMT2C/PSME4/ING3/KDM5A/BAZ2A/KAT6A/UIMC1/FMR1/DNAJC2/KAT7/PHIP/NCAPG2/CHD1/USP16/ATAD2/NPM2/MCM3AP/MYSM1/YEATS2/TNKS/IPO9",21
"GO:0001784","MF","GO:0001784","phosphotyrosine residue binding","7/1089","40/17696",0.0102479165050351,0.0102479165050351,0.172384973201312,"SHD/SHF/ABL2/PIK3R1/RASA1/YES1/SOCS3",7
