"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","21/843","218/18670",0.000909748658655639,0.000909748658655639,0.0586177564198281,"CAPZB/CORO1A/COTL1/PFN1/VASP/GMFG/PSRC1/CCL21/SPTBN5/GSN/SLC39A12/ALOX15/ARPC2/PRKCD/CORO1B/GRB2/HSPA1B/HSPA1A/TMSB4X/ARPC4/BRK1",21
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","29/843","343/18670",0.000927933014866798,0.000927933014866798,0.0589590187516243,"WDR1/CAPZB/CORO1A/COTL1/TGFB1/PFN1/BST1/ARHGDIB/FZD10/VASP/GMFG/CCL21/SPTBN5/ARHGAP17/GSN/ALOX15/ARPC2/PRKCD/SERPINF2/SEMA3E/CORO1B/CFL1/RHOG/GRB2/SIGLEC15/TMSB4X/ARPC4/BRK1/SMIM22",29
"GO:0042554","BP","GO:0042554","superoxide anion generation","7/843","36/18670",0.000988650486006836,0.000988650486006836,0.0619563808534349,"TYROBP/CYBA/GSTP1/TGFB1/GNAI2/NCF1/PRKCD",7
"GO:0070972","BP","GO:0070972","protein localization to endoplasmic reticulum","16/843","147/18670",0.00100341705703813,0.00100341705703813,0.0620320132274213,"RPL18/CHMP4B/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/RPL27A/RPS21/RPLP2/UBA52/RPS28",16
"GO:0001909","BP","GO:0001909","leukocyte mediated cytotoxicity","13/843","107/18670",0.00106039100527394,0.00106039100527394,0.0635831286670077,"TYROBP/STXBP2/UNC13D/IL12RB1/CORO1A/CTSH/PTPN6/CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",13
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","17/843","162/18670",0.00106804729054849,0.00106804729054849,0.0635831286670077,"CAPZB/CORO1A/COTL1/PFN1/VASP/GMFG/CCL21/SPTBN5/GSN/ALOX15/ARPC2/PRKCD/CORO1B/GRB2/TMSB4X/ARPC4/BRK1",17
"GO:0032273","BP","GO:0032273","positive regulation of protein polymerization","15/843","134/18670",0.00107020383386829,0.00107020383386829,0.0635831286670077,"CORO1A/PFN1/VASP/GMFG/PSRC1/CCL21/GSN/ALOX15/ARPC2/CORO1B/GRB2/HSPA1B/HSPA1A/ARPC4/BRK1",15
"GO:0051258","BP","GO:0051258","protein polymerization","25/843","283/18670",0.00110383007129677,0.00110383007129677,0.064405794648272,"CAPZB/CORO1A/COTL1/PFN1/CASQ2/VASP/CHMP2A/GMFG/PSRC1/CCL21/SPTBN5/GSN/SLC39A12/ALOX15/ARPC2/PRKCD/CORO1B/GRB2/MSRB1/HSPA1B/HSPA1A/AIF1/TMSB4X/ARPC4/BRK1",25
"GO:0019083","BP","GO:0019083","viral transcription","18/843","177/18670",0.00111220775157681,0.00111220775157681,0.064405794648272,"RPL18/RPS16/RPL18A/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/RPL27A/POLR2G/RPS21/RPLP2/POLR2L/NELFE/UBA52/RPS28/CCL5",18
"GO:0061515","BP","GO:0061515","myeloid cell development","10/843","70/18670",0.00113473776450901,0.00113473776450901,0.0648890832178443,"TYROBP/MAEA/ERCC2/SH2B3/PTPN6/TNFSF11/ZNF385A/NRROS/ZBTB7A/SIGLEC15",10
"GO:0070527","BP","GO:0070527","platelet aggregation","9/843","59/18670",0.00123451784818647,0.00123451784818647,0.0697233862016686,"ACTB/MYL9/MYL12A/SH2B3/PTPN6/ADAMTS18/PRKCD/FIBP/ACTG1",9
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","23/843","255/18670",0.00130210055650954,0.00130210055650954,0.0726435047315849,"CD74/IL12RB1/CORO1A/TGFB1/PTPN6/GCNT2/CD83/TNFSF11/FOXA2/CCL21/ADAM8/CD1D/ALOX15/SERPINF2/PTAFR/GRB2/CLECL1/AIF1/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5",23
"GO:0051260","BP","GO:0051260","protein homooligomerization","29/843","351/18670",0.00132465689874471,0.00132465689874471,0.0728423328401999,"EHD3/HSD17B10/MCOLN1/SAMHD1/CHMP4B/P2RX3/EHD1/TNFSF11/GJA8/KIF25/VASP/CHMP2A/ATP5IF1/PEX11B/SPTBN5/MAT1A/DISP1/CDA/SHKBP1/RASEF/FBP1/TAF10/B2M/KCTD5/TRIM72/KCNA4/RXRA/ANXA6/BRK1",29
"GO:0051249","BP","GO:0051249","regulation of lymphocyte activation","37/843","485/18670",0.00134862775953996,0.00134862775953996,0.0728423328401999,"TYROBP/CD74/IL12RB1/CD40/CORO1A/FGL1/CLC/TGFB1/TNFSF8/BST1/PTPN6/CD83/LOXL3/TNFSF18/TNFSF11/LAX1/CDKN1A/CCL21/GSN/ADAM8/BANK1/CD1D/TNFAIP8L2/MNDA/PRELID1/GRB2/CLECL1/BLOC1S3/IL27/AIF1/LST1/HLA-DPB1/HLA-DPA1/NFAM1/HLA-DMB/TARM1/CCL5",37
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process","19/843","195/18670",0.00136715663687341,0.00136715663687341,0.0728423328401999,"TYROBP/CYBA/TIGAR/GSTP1/TSPO/ABCD1/TGFB1/BST1/GNAI2/NQO2/CDKN1A/DUOXA2/XDH/PRKCD/CX3CR1/GRB2/AIF1/TNF/EIF6",19
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","20/843","210/18670",0.00136935540567058,0.00136935540567058,0.0728423328401999,"CD74/WDR1/DDT/MAPK3/BST1/THBS4/PGF/TNFSF11/C5AR2/DYSF/IL36G/CCL21/ADAM8/JAML/CX3CR1/CXCR2/AIF1/CKLF/PECAM1/CCL5",20
"GO:0060326","BP","GO:0060326","cell chemotaxis","26/843","304/18670",0.00141501138895349,0.00141501138895349,0.0739491165928457,"CD74/GSTP1/DDT/CORO1A/MAPK3/BST1/THBS4/PGF/TNFSF11/CCRL2/C5AR2/DYSF/IL36G/CCL21/ADAM8/JAML/PRKCD/CX3CR1/CORO1B/RHOG/CXCR2/AIF1/TMSB4X/GPSM3/CKLF/CCL5",26
"GO:0032675","BP","GO:0032675","regulation of interleukin-6 production","16/843","152/18670",0.00143187612433854,0.00143187612433854,0.0739491165928457,"TYROBP/CD74/CYBA/HYAL2/PTPN6/C5AR2/IL36G/NLRP12/BANK1/GHRL/PTAFR/C1QTNF4/AIF1/MIR26A2/TNF/LILRA2",16
"GO:0002685","BP","GO:0002685","regulation of leukocyte migration","19/843","196/18670",0.00145163957901484,0.00145163957901484,0.0739491165928457,"CD74/DDT/MAPK3/TGFB1/BST1/THBS4/PGF/TNFSF18/C5AR2/DYSF/CCL21/ADAM8/CX3CR1/PTAFR/CXCR2/AIF1/GPSM3/TNF/CCL5",19
"GO:0001913","BP","GO:0001913","T cell mediated cytotoxicity","8/843","49/18670",0.00145482040236731,0.00145482040236731,0.0739491165928457,"IL12RB1/CTSH/CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",8
"GO:0060670","BP","GO:0060670","branching involved in labyrinthine layer morphogenesis","4/843","12/18670",0.00152702031024777,0.00152702031024777,0.0767661106805878,"GCM1/ST14/SPINT2/GRB2",4
"GO:1902624","BP","GO:1902624","positive regulation of neutrophil migration","6/843","29/18670",0.00162007636498897,0.00162007636498897,0.0805589460210761,"CD74/THBS4/DYSF/CCL21/ADAM8/CXCR2",6
"GO:0030838","BP","GO:0030838","positive regulation of actin filament polymerization","12/843","99/18670",0.00166237148048209,0.00166237148048209,0.0817732479250158,"CORO1A/PFN1/VASP/GMFG/CCL21/GSN/ALOX15/ARPC2/CORO1B/GRB2/ARPC4/BRK1",12
"GO:0097530","BP","GO:0097530","granulocyte migration","15/843","141/18670",0.00179107604832289,0.00179107604832289,0.086568282424095,"CD74/WDR1/MAPK3/BST1/THBS4/C5AR2/DYSF/IL36G/CCL21/ADAM8/JAML/CXCR2/CKLF/PECAM1/CCL5",15
"GO:0002181","BP","GO:0002181","cytoplasmic translation","12/843","100/18670",0.0018132802849121,0.0018132802849121,0.086568282424095,"RPL18/EIF3I/RPL18A/RPL19/EIF3G/RPLP1/ZNF385A/RPS21/EIF3F/EIF3K/TMA7/RPS28",12
"GO:0070374","BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","20/843","215/18670",0.00181661927222215,0.00181661927222215,0.086568282424095,"CD74/DDT/MAPK3/TGFB1/GCNT2/GNAI2/TNFSF11/NQO2/C5AR2/GPR55/CCL21/ALOX15/SCIMP/SERPINF2/P2RY6/ERBB4/CIB1/NELFE/TNF/CCL5",20
"GO:0002688","BP","GO:0002688","regulation of leukocyte chemotaxis","13/843","114/18670",0.00190142748734177,0.00190142748734177,0.0896755709168459,"CD74/DDT/MAPK3/BST1/THBS4/PGF/C5AR2/DYSF/CCL21/CXCR2/AIF1/GPSM3/CCL5",13
"GO:0070125","BP","GO:0070125","mitochondrial translational elongation","11/843","88/18670",0.00199585126941855,0.00199585126941855,0.093168309526241,"MRPS34/MRPS15/MRPS12/MRPL34/MRPL58/MRPL11/AURKAIP1/MRPS23/MRPL40/MRPL53/MRPL20",11
"GO:0006612","BP","GO:0006612","protein targeting to membrane","19/843","202/18670",0.00205729638585871,0.00205729638585871,0.0950665613284629,"RPL18/CHMP4B/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/NCF1/SSR2/RPL27A/RPS21/RPLP2/CIB1/UBA52/RPS28",19
"GO:0042110","BP","GO:0042110","T cell activation","35/843","464/18670",0.00216647325642407,0.00216647325642407,0.0990398147434021,"CD74/FKBP1A/IL12RB1/CORO1A/FGL1/CLC/TGFB1/TNFSF8/PTPN6/CD83/LOXL3/TNFSF18/TNFSF11/LAX1/CDH26/CCL21/GSN/ADAM8/BATF/CD1D/JAML/TNFAIP8L2/B2M/PRELID1/GRB2/CLECL1/SEMA4A/IL27/AIF1/HLA-DPB1/HLA-DPA1/HLA-DMB/DDOST/TARM1/CCL5",35
"GO:0070126","BP","GO:0070126","mitochondrial translational termination","11/843","89/18670",0.00218657851464092,0.00218657851464092,0.0990398147434021,"MRPS34/MRPS15/MRPS12/MRPL34/MRPL58/MRPL11/AURKAIP1/MRPS23/MRPL40/MRPL53/MRPL20",11
"GO:0050922","BP","GO:0050922","negative regulation of chemotaxis","9/843","64/18670",0.0022145321164576,0.0022145321164576,0.0993225653057246,"GSTP1/DDT/C5AR2/SEMA6B/SEMA3E/CORO1B/SEMA4B/SEMA4A/AIF1",9
"GO:0070661","BP","GO:0070661","leukocyte proliferation","25/843","298/18670",0.00224818384833862,0.00224818384833862,0.099852907561366,"TYROBP/CD74/GSTP1/IL12RB1/CD40/CORO1A/CLC/TGFB1/TNFSF8/BST1/PTPN6/TNFSF18/TNFSF11/CDKN1A/CD1D/MNDA/PRKCD/CLECL1/IL27/AIF1/LST1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",25
"GO:1902905","BP","GO:1902905","positive regulation of supramolecular fiber organization","19/843","204/18670",0.00230146345295893,0.00230146345295893,0.101236438932788,"WDR1/CORO1A/PFN1/VASP/COLGALT1/GMFG/PSRC1/CCL21/GSN/ALOX15/ARPC2/SERPINF2/CORO1B/CFL1/GRB2/HSPA1B/HSPA1A/ARPC4/BRK1",19
"GO:0030149","BP","GO:0030149","sphingolipid catabolic process","6/843","31/18670",0.00232553602730777,0.00232553602730777,0.101321098493028,"GALC/PPT1/PRKCD/ENPP7/NAGA/NEU1",6
"GO:0061418","BP","GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","10/843","77/18670",0.00236466700399812,0.00236466700399812,0.102054049646235,"PSMC4/PSMA7/ELOB/CA9/PSMB7/PSMD4/HIGD1A/PSMB8/UBA52/PSMB3",10
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","32/843","416/18670",0.00242949835461884,0.00242949835461884,0.103872108698214,"TYROBP/CD74/WDR1/MAEA/CEBPE/MYL9/ERCC2/TGFB1/SH3PXD2A/SH2B3/PTPN6/TNFSF11/ATP5IF1/GPR55/IRF8/BATF/ZNF385A/B2M/OSCAR/RASGRP4/NRROS/ZBTB7A/CIB1/ISG15/SIGLEC15/HSPA1B/HSPA1A/UBD/TNF/EIF6/CLEC5A/H4C12",32
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","24/843","284/18670",0.00247744884609872,0.00247744884609872,0.104941449172954,"TYROBP/CYBA/TIGAR/GSTP1/TSPO/NCF4/ABCD1/TGFB1/SH3PXD2A/BST1/GNAI2/NQO2/CDKN1A/ATP5IF1/DUOXA2/XDH/NCF1/PRKCD/CX3CR1/NRROS/GRB2/AIF1/TNF/EIF6",24
"GO:0006415","BP","GO:0006415","translational termination","12/843","104/18670",0.00253362751564531,0.00253362751564531,0.106336505871507,"MRPS34/MRPS15/MRPS12/MRPL34/MRPL58/TRMT112/MRPL11/AURKAIP1/MRPS23/MRPL40/MRPL53/MRPL20",12
"GO:0032635","BP","GO:0032635","interleukin-6 production","16/843","161/18670",0.00259113304845112,0.00259113304845112,0.10776138017769,"TYROBP/CD74/CYBA/HYAL2/PTPN6/C5AR2/IL36G/NLRP12/BANK1/GHRL/PTAFR/C1QTNF4/AIF1/MIR26A2/TNF/LILRA2",16
"GO:0140053","BP","GO:0140053","mitochondrial gene expression","16/843","162/18670",0.00275804655616648,0.00275804655616648,0.113035417960612,"HSD17B10/MRPS34/MTG2/MRPS15/MRPS12/MRPL34/MRPL58/MRPL11/AURKAIP1/MRPS23/COA3/MRPL40/MRPL53/MRPL20/CHCHD10/MPV17L2",16
"GO:0006414","BP","GO:0006414","translational elongation","14/843","133/18670",0.00276736504164958,0.00276736504164958,0.113035417960612,"MRPS34/MRPS15/MRPS12/MRPL34/EEFSEC/RPLP1/MRPL58/MRPL11/AURKAIP1/RPLP2/MRPS23/MRPL40/MRPL53/MRPL20",14
"GO:0046479","BP","GO:0046479","glycosphingolipid catabolic process","4/843","14/18670",0.00287272541783868,0.00287272541783868,0.116300555807423,"GALC/PRKCD/NAGA/NEU1",4
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","16/843","163/18670",0.00293377274783586,0.00293377274783586,0.117730160314817,"TYROBP/CYBA/GSTP1/DDT/TSPO/CD33/PTPN6/TNFRSF8/C5AR2/ADAM8/GHRL/CX3CR1/PTAFR/C1QTNF4/LILRA4/LILRA2",16
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","23/843","272/18670",0.00299058760918213,0.00299058760918213,0.118966533176252,"TYROBP/CD74/IL12RB1/CD40/CORO1A/CLC/TGFB1/TNFSF8/BST1/PTPN6/TNFSF18/CDKN1A/CD1D/MNDA/PRKCD/CLECL1/IL27/AIF1/LST1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",23
"GO:0006120","BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","8/843","55/18670",0.0030973346806416,0.0030973346806416,0.122050729320996,"NDUFB7/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/NDUFB1/NDUFA6",8
"GO:0042776","BP","GO:0042776","mitochondrial ATP synthesis coupled proton transport","5/843","23/18670",0.00316406469439317,0.00316406469439317,0.122050729320996,"ATP5F1E/COX5B/ATP5MG/ATP5PD/ATP5ME",5
"GO:0032543","BP","GO:0032543","mitochondrial translation","14/843","135/18670",0.003174835469337,0.003174835469337,0.122050729320996,"MRPS34/MTG2/MRPS15/MRPS12/MRPL34/MRPL58/MRPL11/AURKAIP1/MRPS23/COA3/MRPL40/MRPL53/MRPL20/MPV17L2",14
"GO:0050921","BP","GO:0050921","positive regulation of chemotaxis","14/843","135/18670",0.003174835469337,0.003174835469337,0.122050729320996,"CD74/MAPK3/TGFB1/THBS4/ARTN/PGF/DYSF/CCL21/CDH13/CXCR2/AIF1/TMSB4X/GPSM3/CCL5",14
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","23/843","274/18670",0.00327635310888132,0.00327635310888132,0.124903777291212,"TYROBP/CD74/IL12RB1/CD40/CORO1A/CLC/TGFB1/TNFSF8/BST1/PTPN6/TNFSF18/CDKN1A/CD1D/MNDA/PRKCD/CLECL1/IL27/AIF1/LST1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",23
"GO:0051289","BP","GO:0051289","protein homotetramerization","11/843","94/18670",0.00337426621709458,0.00337426621709458,0.126527704741096,"HSD17B10/MCOLN1/SAMHD1/KIF25/VASP/ATP5IF1/MAT1A/CDA/FBP1/B2M/RXRA",11
"GO:1990542","BP","GO:1990542","mitochondrial transmembrane transport","11/843","94/18670",0.00337426621709458,0.00337426621709458,0.126527704741096,"GRPEL1/ATP5F1E/TIMM17B/TST/COX5B/TOMM40L/ATP5MG/ATP5PD/ATP5ME/SLC25A20/SMDT1",11
"GO:0001912","BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","8/843","56/18670",0.00347362500186061,0.00347362500186061,0.129194473753412,"TYROBP/IL12RB1/CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",8
"GO:0002483","BP","GO:0002483","antigen processing and presentation of endogenous peptide antigen","4/843","15/18670",0.00377869876783078,0.00377869876783078,0.137194860860423,"B2M/HLA-C/HLA-A/HLA-B",4
"GO:0019885","BP","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","4/843","15/18670",0.00377869876783078,0.00377869876783078,0.137194860860423,"B2M/HLA-C/HLA-A/HLA-B",4
"GO:0045410","BP","GO:0045410","positive regulation of interleukin-6 biosynthetic process","4/843","15/18670",0.00377869876783078,0.00377869876783078,0.137194860860423,"TYROBP/CD74/PTAFR/TNF",4
"GO:0090023","BP","GO:0090023","positive regulation of neutrophil chemotaxis","5/843","24/18670",0.00385025486733831,0.00385025486733831,0.138692147977226,"CD74/THBS4/DYSF/CCL21/CXCR2",5
"GO:0001755","BP","GO:0001755","neural crest cell migration","8/843","57/18670",0.0038843797714474,0.0038843797714474,0.138828244134132,"SEMA6B/GBX2/SEMA3E/CFL1/ERBB4/SEMA4B/SEMA4A/ANXA6",8
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","16/843","168/18670",0.00395708841692301,0.00395708841692301,0.139857338699947,"TYROBP/CYBA/GSTP1/DDT/TSPO/CD33/PTPN6/TNFRSF8/C5AR2/ADAM8/GHRL/CX3CR1/PTAFR/C1QTNF4/LILRA4/LILRA2",16
"GO:0033108","BP","GO:0033108","mitochondrial respiratory chain complex assembly","11/843","96/18670",0.00397431691887793,0.00397431691887793,0.139857338699947,"NDUFB7/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/NDUFB1/COA3/UQCR10/NDUFA6/SDHAF1",11
"GO:0034765","BP","GO:0034765","regulation of ion transmembrane transport","35/843","483/18670",0.00413019055707062,0.00413019055707062,0.144233090888139,"EHD3/CYBA/WDR1/PRKACA/CACNG5/FKBP1A/FXYD5/CAPN3/KCNK6/CACNA1F/CORO1A/TGFB1/HAMP/SLC9A3R1/PTPN6/CASQ2/HVCN1/CACNG6/CD63/DYSF/KCNMB1/CACNA2D4/KCNK13/CACNA2D3/TPCN2/LRRC38/PTAFR/P2RY6/GLRX/KCNA4/KCNH7/WWP2/TMSB4X/MIR26A2/CHCHD10",35
"GO:0046466","BP","GO:0046466","membrane lipid catabolic process","6/843","35/18670",0.0043989750603691,0.0043989750603691,0.151309423129118,"GALC/PPT1/PRKCD/ENPP7/NAGA/NEU1",6
"GO:0098751","BP","GO:0098751","bone cell development","6/843","35/18670",0.0043989750603691,0.0043989750603691,0.151309423129118,"TYROBP/SH2B3/PTPN6/TNFSF11/ZNF385A/SIGLEC15",6
"GO:0043624","BP","GO:0043624","cellular protein complex disassembly","19/843","217/18670",0.00455544199132419,0.00455544199132419,0.153339919250594,"WDR1/MRPS34/CAPZB/MRPS15/MRPS12/MRPL34/MICAL1/SPTBN5/GSN/MRPL58/CFL1/TRMT112/MRPL11/AURKAIP1/MRPS23/CIB1/MRPL40/MRPL53/MRPL20",19
"GO:0051283","BP","GO:0051283","negative regulation of sequestering of calcium ion","13/843","126/18670",0.00457776929573908,0.00457776929573908,0.153339919250594,"CYBA/PRKACA/FKBP1A/MCOLN1/CAPN3/CORO1A/TGFB1/PTPN6/CASQ2/CCL21/TPCN2/P2RY6/ANXA6",13
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","17/843","186/18670",0.00461361950412891,0.00461361950412891,0.153339919250594,"HYAL2/TGFB1/MAG/PPP1R9B/MYL2/HYAL1/CDKN1A/PPT1/PSRC1/CDA/FBP1/SEMA6B/SEMA3E/SEMA4B/SEMA4A/HSPA1B/HSPA1A",17
"GO:0034110","BP","GO:0034110","regulation of homotypic cell-cell adhesion","5/843","25/18670",0.00463667605792977,0.00463667605792977,0.153339919250594,"SH2B3/TNFSF11/ADAMTS18/PRKCD/CCL5",5
"GO:0007015","BP","GO:0007015","actin filament organization","30/843","400/18670",0.00469327163658397,0.00469327163658397,0.153339919250594,"WDR1/CAPZB/CORO1A/COTL1/PFN1/PPP1R9B/NEDD9/VASP/GMFG/MICAL1/CCL21/SPTBN5/ARHGAP17/ACTA1/SH3KBP1/GSN/GHRL/ALOX15/ARPC2/PRKCD/SERPINF2/CORO1B/CFL1/RHOG/GRB2/MSRB1/AIF1/TMSB4X/ARPC4/BRK1",30
"GO:0051701","BP","GO:0051701","interaction with host","18/843","202/18670",0.00472570208716475,0.00472570208716475,0.153339919250594,"CD74/HYAL2/CHMP4B/TGFB1/HAVCR1/HYAL1/VAMP8/CHMP2A/GSN/GRB2/RXRA/ATG7/WWP2/CTNND1/HSPA1B/HSPA1A/HS3ST5/CLEC5A",18
"GO:0042129","BP","GO:0042129","regulation of T cell proliferation","15/843","156/18670",0.00473479861455786,0.00473479861455786,0.153339919250594,"IL12RB1/CORO1A/CLC/TGFB1/TNFSF8/PTPN6/TNFSF18/CD1D/CLECL1/IL27/AIF1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",15
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","19/843","218/18670",0.00478603900007857,0.00478603900007857,0.153339919250594,"CD74/IL12RB1/CORO1A/TGFB1/PTPN6/CD83/TNFSF11/CCL21/ADAM8/CD1D/PTAFR/GRB2/CLECL1/AIF1/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5",19
"GO:0061077","BP","GO:0061077","chaperone-mediated protein folding","8/843","59/18670",0.00481745558821943,0.00481745558821943,0.153339919250594,"CD74/FKBP1A/DNAJC5/PPIB/HSPA6/HSPA1B/HSPA1A/HSPA1L",8
"GO:0001732","BP","GO:0001732","formation of cytoplasmic translation initiation complex","4/843","16/18670",0.00486023328963859,0.00486023328963859,0.153339919250594,"EIF3I/EIF3G/EIF3F/EIF3K",4
"GO:0019377","BP","GO:0019377","glycolipid catabolic process","4/843","16/18670",0.00486023328963859,0.00486023328963859,0.153339919250594,"GALC/PRKCD/NAGA/NEU1",4
"GO:0033033","BP","GO:0033033","negative regulation of myeloid cell apoptotic process","4/843","16/18670",0.00486023328963859,0.00486023328963859,0.153339919250594,"MAEA/CXCR2/CLEC5A/CCL5",4
"GO:0070372","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","24/843","300/18670",0.00495928168558913,0.00495928168558913,0.155393209845496,"CD74/GSTP1/DDT/MAPK3/TGFB1/SLC9A3R1/PTPN6/GCNT2/GNAI2/TNFSF11/NQO2/C5AR2/GPR55/CCL21/NLRP12/ALOX15/SCIMP/SERPINF2/P2RY6/ERBB4/CIB1/NELFE/TNF/CCL5",24
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","25/843","317/18670",0.00502723302315528,0.00502723302315528,0.15645080357059,"CD74/GSTP1/DDT/MAPK3/CTSH/TGFB1/SLC9A3R1/PTPN6/GCNT2/GNAI2/TNFSF11/NQO2/C5AR2/GPR55/CCL21/NLRP12/ALOX15/SCIMP/SERPINF2/P2RY6/ERBB4/CIB1/NELFE/TNF/CCL5",25
"GO:0051282","BP","GO:0051282","regulation of sequestering of calcium ion","13/843","128/18670",0.00523002928431542,0.00523002928431542,0.161662213866535,"CYBA/PRKACA/FKBP1A/MCOLN1/CAPN3/CORO1A/TGFB1/PTPN6/CASQ2/CCL21/TPCN2/P2RY6/ANXA6",13
"GO:0052126","BP","GO:0052126","movement in host environment","15/843","158/18670",0.00532560845634654,0.00532560845634654,0.162192412741573,"CD74/HYAL2/CHMP4B/HAVCR1/HYAL1/VAMP8/CHMP2A/GSN/GRB2/WWP2/CTNND1/HSPA1B/HSPA1A/HS3ST5/CLEC5A",15
"GO:0002711","BP","GO:0002711","positive regulation of T cell mediated immunity","7/843","48/18670",0.00545978777662781,0.00545978777662781,0.162192412741573,"IL12RB1/CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",7
"GO:0072604","BP","GO:0072604","interleukin-6 secretion","7/843","48/18670",0.00545978777662781,0.00545978777662781,0.162192412741573,"HYAL2/C5AR2/BANK1/C1QTNF4/AIF1/TNF/LILRA2",7
"GO:0002703","BP","GO:0002703","regulation of leukocyte mediated immunity","18/843","205/18670",0.00550185171631815,0.00550185171631815,0.162192412741573,"TYROBP/STXBP2/UNC13D/IL12RB1/CD40/CLC/TGFB1/PTPN6/VAMP8/CD96/CD1D/CD1B/B2M/PTAFR/HLA-C/HLA-A/TNF/HLA-B",18
"GO:0015985","BP","GO:0015985","energy coupled proton transport, down electrochemical gradient","5/843","26/18670",0.00553081352238866,0.00553081352238866,0.162192412741573,"ATP5F1E/COX5B/ATP5MG/ATP5PD/ATP5ME",5
"GO:0015986","BP","GO:0015986","ATP synthesis coupled proton transport","5/843","26/18670",0.00553081352238866,0.00553081352238866,0.162192412741573,"ATP5F1E/COX5B/ATP5MG/ATP5PD/ATP5ME",5
"GO:0051125","BP","GO:0051125","regulation of actin nucleation","5/843","26/18670",0.00553081352238866,0.00553081352238866,0.162192412741573,"CORO1A/GMFG/GSN/CORO1B/BRK1",5
"GO:0071624","BP","GO:0071624","positive regulation of granulocyte chemotaxis","5/843","26/18670",0.00553081352238866,0.00553081352238866,0.162192412741573,"CD74/THBS4/DYSF/CCL21/CXCR2",5
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","29/843","388/18670",0.00563743689805338,0.00563743689805338,0.164266180080054,"WDR1/CAPZB/CORO1A/COTL1/TGFB1/PFN1/BST1/ARHGDIB/FZD10/VASP/GMFG/CCL21/SPTBN5/ARHGAP17/GSN/ALOX15/ARPC2/PRKCD/SERPINF2/SEMA3E/CORO1B/CFL1/RHOG/GRB2/SIGLEC15/TMSB4X/ARPC4/BRK1/SMIM22",29
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","26/843","337/18670",0.00568536257463846,0.00568536257463846,0.164614162221044,"CD74/IL12RB1/CORO1A/FGL1/TGFB1/PTPN6/CD83/LOXL3/TNFSF11/LAX1/CCL21/ADAM8/CD1D/TNFAIP8L2/CX3CR1/PTAFR/GRB2/CLECL1/AIF1/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/TARM1/PECAM1/CCL5",26
"GO:0002690","BP","GO:0002690","positive regulation of leukocyte chemotaxis","10/843","87/18670",0.00576698662787541,0.00576698662787541,0.164653907362633,"CD74/MAPK3/THBS4/PGF/DYSF/CCL21/CXCR2/AIF1/GPSM3/CCL5",10
