gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	Gene_log2_P.value
ECT2	3_172468170	"NA"	-0.44763616472002354	0.21785117724508174	2.1985851854394123
EDA	X_68831130	UP	0.36872781326706944	0.7432526065274463	0.42807547732944845
EDA	X_68831130	UP	0.36872781326706944	0.7432526065274463	0.42807547732944845
EDA	X_68831130	UP	0.36872781326706944	0.7432526065274463	0.42807547732944845
EDA	X_68831130	UP	0.36872781326706944	0.7432526065274463	0.42807547732944845
EDARADD	1_236511438	"NA"	-0.33823860727756194	0.6510964684079897	0.6190567816300236
EDDM3A	14_21212038	"NA"	-0.5354478162528187	0.5763528431576523	0.7949757949849208
EDDM3B	14_21232604	"NA"	0.5421424869418843	0.5676857322675801	0.8168356122942569
EDN2	1_41947515	"NA"	-1.072454776464518	0.005679537009215324	7.460010957350056
EEF1B2	2_207023009	"NA"	-0.26723440585664804	0.4087471753412233	1.290719334026587
EEF1E1	6_8096868	"NA"	0.196650923088582	0.5764623157973403	0.7947017950576319
EEF1E1-BLOC1S5	6_8096868	"NA"	0.03873357495459118	0.8807516102679597	0.1831928875020921
EEF1G	11_62340422	"NA"	0.36813649424664774	0.35283391707051437	1.5029388445432317
EEF2K	16_22207648	"NA"	0.3712936141645926	0.1892497756448697	2.401636504986663
EFCAB7	1_63997170	"NA"	-0.1538520263293255	0.6365638292423376	0.6516229122384665
EFCAB7	1_63985757	"NA"	-0.1538520263293255	0.6365638292423376	0.6516229122384665
EFHD1	2_233468031	"NA"	0.596901388125419	0.4409114614967934	1.1814391145776946
EFNA5	5_107005645	UP	-0.023468848128470388	0.9811584760976004	0.027441916429789902
EFNB1	X_68034306	UP	-0.16843854036009853	0.8070870382173896	0.30920382927341766
EFNB1	X_68034306	UP	-0.16843854036009853	0.8070870382173896	0.30920382927341766
EFNB1	X_68034306	UP	-0.16843854036009853	0.8070870382173896	0.30920382927341766
EFNB1	X_68034306	UP	-0.16843854036009853	0.8070870382173896	0.30920382927341766
EFR3A	8_132910676	"NA"	-0.26231753472378205	0.49963858103723024	1.0010432117724983
EGFL8	6_32097279	UP	0.06191635303434673	0.8838187821916399	0.17817750449530376
EGR1	5_137798757	"NA"	-0.22747311272742188	0.8017948265348642	0.31869498614970754
EHMT2	6_31851517	"NA"	0.002436969173524872	0.9927529934409474	0.010493288983099544
EHMT2-AS1	6_31851517	"NA"	-0.13268326013583787	0.8382304093701194	0.25458123429729257
EI24	11_125440058	"NA"	-0.1954369563199707	0.4784389505882649	1.0635932481334374
EI24	11_125438381	"NA"	-0.1954369563199707	0.4784389505882649	1.0635932481334374
EI24P2	1_158423301	"NA"	0.5826209119472638	0.4309533338481548	1.2143964405866479
EIF1AX	X_20157662	"NA"	0.250174382637276	0.42038215812989677	1.2502266551870505
EIF1AX-AS1	X_20157662	"NA"	0.6616868974695309	0.09608343737013054	3.379568425615702
EIF2AK2	2_37383293	"NA"	0.7205031973627376	0.013839000311619554	6.17511645905149
EIF2B4	2_27592548	"NA"	-0.050820093712169445	0.7862952748283143	0.346856910221663
EIF2B5-AS1	3_184268513	"NA"	0	1	-0
EIF2D	1_206784719	"NA"	0.2565728139676118	0.08607325152083826	3.538291220373221
EIF3A	10_120814322	"NA"	-0.42363579464040413	0.12011100802162816	3.057559716612808
EIF3A	10_120837396	"NA"	-0.42363579464040413	0.12011100802162816	3.057559716612808
EIF3B	7_2390145	"NA"	-0.1661506198170315	0.45595250199899706	1.1330445527333408
EIF3B	7_2414681	"NA"	-0.1661506198170315	0.45595250199899706	1.1330445527333408
EIF3M	11_32605092	"NA"	-0.02649507168565801	0.9171931403742125	0.12470252974745324
EIF4A1	17_7466839	"NA"	-0.14223325861708158	0.7035500262824324	0.5072750842136406
EIF4A1	17_7477838	"NA"	-0.14223325861708158	0.7035500262824324	0.5072750842136406
EIF4A2	3_186502291	"NA"	-0.24857694666949293	0.33374197860341137	1.583194932448664
EIF4E	4_99846712	"NA"	0.25098532849148647	0.37332559550261835	1.4214936705249432
EIF5A	17_7203975	"NA"	0.04379012613303601	0.8870570277388569	0.1729012383978294
ELF4	X_129242387	UP	0.6267048992103854	0.03017444908640036	5.05052875873059
ELK1	X_47508342	"NA"	0.20430800731747745	0.40359523601658776	1.3090189497191265
ELK3	12_96583455	UP	0.07342653777130526	0.825086060817769	0.2773834869961335
ELL3	15_44069260	"NA"	-0.39378411364445925	0.5357117916108585	0.9004710431619267
ELMO2	20_44991883	"NA"	-0.26918663984998936	0.19322563800687068	2.3716415650438503
ELMO2	20_45060668	"NA"	-0.26918663984998936	0.19322563800687068	2.3716415650438503
ELP3	8_27945322	"NA"	0.03015601446734184	0.8872874742525472	0.17252649263229475
ELP4	11_31530655	"NA"	-0.17035607905229755	0.49585489043601916	1.0120101103192098
ELP5	17_7157706	"NA"	0.19234814486122254	0.45768779367107915	1.1275642784677413
ELP5	17_7148159	"NA"	0.19234814486122254	0.45768779367107915	1.1275642784677413
EMC1	1_19575369	"NA"	0.18543993300470785	0.2367370381048626	2.0786426578896324
EMC4	15_34516713	"NA"	0.009835821009784418	0.9532755953726177	0.06903473217079328
EMC7	15_34392691	"NA"	0.23620552488082414	0.21868961099033346	2.1930434091549094
EMC9	14_24605003	"NA"	-0.22779117124658477	0.47977613541949304	1.0595666966728794
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMD	X_153597085	UP	0.07888849764548755	0.7352534773566005	0.4436863925811983
EMG1	12_7078398	"NA"	-0.25966686450229304	0.14039928074981067	2.832392549995168
EMG1	12_7063703	"NA"	-0.25966686450229304	0.14039928074981067	2.832392549995168
EMILIN1	2_27300221	UP	-2.204798713031814	0.1839172757881371	2.442871092988163
EML2	19_46142067	"NA"	-0.1690171306080206	0.6053474843882884	0.7241645721812389
EML3	11_62377953	"NA"	-0.14766630648550993	0.593311437850335	0.7531384995647661
EML3	11_62364829	"NA"	-0.14766630648550993	0.593311437850335	0.7531384995647661
EMP1	12_13342838	"NA"	-1.169171592472841	0.28447413574792535	1.8136306055345872
EMX1	2_73142529	"NA"	0.4750832594829998	0.49942953362618014	1.001646957729771
EMX2	10_119299926	"NA"	0.2382510269305569	0.807415154508675	0.30861742963280747
EMX2OS	10_119299926	"NA"	0.8033820945303638	0.46189760311752925	1.1143550351248035
EN1	2_119588638	"NA"	1.2716536189254493	0.14583937664861107	2.777547794798387
EN1	2_119602892	"NA"	1.2716536189254493	0.14583937664861107	2.777547794798387
EN2	7_155247684	"NA"	0.8125652018626015	0.27460738135692503	1.8645576897085832
ENDOG	9_131580566	"NA"	-0.44517755350266675	0.41706495188616755	1.2616560146538098
ENDOV	17_78388411	"NA"	-0.16178321449252575	0.5706979895860034	0.8092006140867922
ENKUR	10_25303478	"NA"	0.0035706330957583354	0.996254007671411	0.005414472184713887
ENO2	12_7021929	"NA"	-0.8294938637469973	0.28900965271386087	1.7908104163833538
ENO4	10_118604837	"NA"	-2.083411078367529	3.397157980545344e-4	11.523384069059823
ENOX2	X_130035819	UP	-0.848944531984126	0.006419542940738768	7.283313700804061
ENOX2	X_130035819	UP	-0.848944531984126	0.006419542940738768	7.283313700804061
ENOX2	X_130035819	UP	-0.848944531984126	0.006419542940738768	7.283313700804061
ENOX2	X_130035819	UP	-0.848944531984126	0.006419542940738768	7.283313700804061
ENTHD2	17_79206412	"NA"	0	1	-0
ENTPD2	9_139924201	"NA"	-0.9232180232566902	0.3069875952027974	1.703747734734844
ENTPD8	9_140323547	UP	-0.6084789282203626	0.5192276619049401	0.9455608497821741
ENTPD8	9_140323547	UP	-0.6084789282203626	0.5192276619049401	0.9455608497821741
EPB41L4A-AS1	5_111489948	"NA"	0.6306072359600963	0.03145302330276092	4.990657492407285
EPB41L5	2_120765833	"NA"	-0.35119579303761794	0.6887210357806228	0.5380083525855118
EPC1	10_32663477	"NA"	0.08840954731718309	0.6419630297457459	0.6394378790635533
EPGN	4_75173029	UP	-0.5237863840223671	0.7235841647310295	0.46676725922504886
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1	7_143104197	UP	-0.36978932194653513	0.44406782090459274	1.1711480637836185
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA1-AS1	7_143104197	UP	-2.2235315661570287	0.07191865721812872	3.7974901050017773
EPHA2	1_16467015	"NA"	0.16927824998348462	0.8808653376635016	0.1830066109679316
EPHA4	2_222434523	UP	0.13755567121065804	0.8818472559537218	0.18139930550076136
EPHB3	3_184275459	"NA"	-0.6760300752484032	0.5956656439578354	0.7474253433281417
EPHB6	7_142549777	"NA"	-0.522539131789002	0.2845540922937378	1.8132251672550614
EPHB6	7_142567261	"NA"	-0.522539131789002	0.2845540922937378	1.8132251672550614
EPHX1	1_225996792	"NA"	-0.13758492159758084	0.6762100752445741	0.564456582949039
EPN3	17_48605079	"NA"	-0.7090647816685149	0.46089056214623525	1.1175038695955992
EPS8L1	19_55578961	"NA"	-1.2794497237380882	0.10969352369076707	3.1884497433944214
ERAS	X_48683396	"NA"	0.5817143225736716	0.48497736437282624	1.044010681750798
ERC1	12_1095909	UP	-0.03529111221293313	0.8763474083313265	0.19042518748325998
ERCC1	19_45981987	"NA"	-0.18430827942186223	0.5240699316264061	0.93216875778310615
ERCC3	2_128050745	"NA"	-0.31794378050356187	0.06241237063250342	4.002024178614537
ERCC6L	X_71454630	UP	-0.2525460499923602	0.508804253902526	0.9748173624364308
ERCC6L	X_71454630	UP	-0.2525460499923602	0.508804253902526	0.9748173624364308
EREG	4_75228079	"NA"	-0.12407604740005018	0.9453561799309937	0.08107010184451063
ERI1	8_8856217	"NA"	-0.47970306173385957	0.17051342242167403	2.552042785555785
ERP27	12_15091243	"NA"	0.20596919908838807	0.597240999688802	0.7436148871888772
ERRFI1	1_8081098	"NA"	0.6351278841290535	0.23288491668046643	2.1023108917274382
ESF1	20_13759014	"NA"	-0.2772388801394978	0.37557318383638694	1.4128340375596393
ESRP1	8_95653226	DOWN	1.676079203319291	0.09819905224794727	3.348147089102217
ESRRG	1_217305462	DOWN	-1.0599917312675933	0.338737443546561	1.561760625819681
ESRRG	1_217305462	DOWN	-1.0599917312675933	0.338737443546561	1.561760625819681
ETAA1	2_67621709	"NA"	-0.17335069975550255	0.5558767159117399	0.8471631419109171
ETF1	5_137868628	DOWN	-0.2566005816885317	0.42561453277927996	1.2323806818052125
ETFB	19_51865292	"NA"	-0.09189093505364454	0.7730951779782865	0.3712820554533567
ETNK1	12_22777870	"NA"	0.09364113226234849	0.7273942113045362	0.45919065019840943
ETNPPL	4_109679489	"NA"	0.5400071232634778	0.4850523210273807	1.0437877203391006
ETS1	11_128449766	"NA"	-0.45221004419766864	0.5612441285261995	0.8332996477559705
ETS2	21_40174503	UP	-0.8180473902622403	0.0906760566673978	3.4631345374486786
EVX1	7_27282072	"NA"	-0.07171849840711175	0.8859033563163552	0.17477877191740157
EVX1-AS	7_27282072	"NA"	-0.18510832433273716	0.5783256764811506	0.7900459386250527
EVX2	2_176940241	"NA"	-0.9875696930482265	0.04107636646835807	4.605547620336865
EXD3	9_140316796	"NA"	0.029471789444971197	0.9506029697966207	0.07308518608935576
EXOC1	4_56718447	UP	-0.37087036918354865	0.1365936739851771	2.8720374247406673
EXOC3L2	19_45736595	"NA"	0	1	-0
EXT1	8_119119522	"NA"	-1.7353372060193584	0.12807115020904597	2.964982569542624
EXTL2	1_101360898	"NA"	-0.32131828270101703	0.42935598026636657	1.2197538084574067
F12	5_176835590	"NA"	-0.546574296216552	0.5556294639421886	0.84780499024729306
F12	5_176826407	"NA"	-0.546574296216552	0.5556294639421886	0.84780499024729306
F2R	5_76010304	"NA"	0.8493754137954701	0.29570993248191474	1.7577453925121662
F2RL1	5_76114326	"NA"	0.7778019865391292	0.5574822883373137	0.8430021247133102
F2RL2	5_75917913	UP	0.5982973025177718	0.3737487019936405	1.4198595259594682
F2RL2	5_75917913	UP	0.5982973025177718	0.3737487019936405	1.4198595259594682
F2RL2	5_75917913	UP	0.5982973025177718	0.3737487019936405	1.4198595259594682
F3	1_95006048	UP	-3.457866226645343	0.03244692793947367	4.945774298801223
F8	X_154250358	UP	0.225791018762886	0.5624204975119567	0.8302789202493682
F8	X_154250358	UP	0.225791018762886	0.5624204975119567	0.8302789202493682
F8	X_154250358	UP	0.225791018762886	0.5624204975119567	0.8302789202493682
F8	X_154250358	UP	0.225791018762886	0.5624204975119567	0.8302789202493682
FAAH2	X_57311202	"NA"	0.03483963863063183	0.9486287033655817	0.07608457311056598
FABP5	8_82190272	"NA"	-0.4262967284880035	0.4609901384260576	1.1171922062631106
FADS2	11_61554194	"NA"	-0.04136307908186865	0.9445351673093788	0.08232358227760875
FAIM3	1_207095325	"NA"	0	1	-0
FAM101A	12_124765999	"NA"	0	1	-0
FAM101B	17_294770	UP	0	1	-0
FAM101B	17_294770	UP	0	1	-0
FAM104B	X_55183444	UP	-0.0067603761422923014	0.9784491892362217	0.03143116109224754
FAM104B	X_55183444	UP	-0.0067603761422923014	0.9784491892362217	0.03143116109224754
FAM104B	X_55183444	UP	-0.0067603761422923014	0.9784491892362217	0.03143116109224754
FAM105A	5_14579068	"NA"	0	1	-0
FAM111A	11_58908445	"NA"	-0.1698900813122597	0.5157672673670101	0.9552078779947137
FAM118B	11_126077102	"NA"	-0.09788772573563786	0.6650456990805098	0.5884746150681736
FAM120C	X_54208064	"NA"	0.061300730347547905	0.8170069766534994	0.29157969688307345
FAM122B	X_133929880	UP	0.3413807390431609	0.3339811872487626	1.5821612551440611
FAM122B	X_133929880	UP	0.3413807390431609	0.3339811872487626	1.5821612551440611
FAM122B	X_133929880	UP	0.3413807390431609	0.3339811872487626	1.5821612551440611
FAM122C	X_133929880	UP	0.5230277124772926	0.11866603427075999	3.0750210428174314
FAM122C	X_133929880	UP	0.5230277124772926	0.11866603427075999	3.0750210428174314
FAM122C	X_133929880	UP	0.5230277124772926	0.11866603427075999	3.0750210428174314
FAM124A	13_51794973	"NA"	-2.1471969265355266	0.2107764089708415	2.2462146916947794
FAM126B	2_201931658	"NA"	-0.015900321668405937	0.950107065996366	0.0738379973610873
FAM127A	X_134163819	"NA"	0	1	-0
FAM127B	X_134184681	"NA"	0	1	-0
FAM127C	X_134154698	"NA"	0	1	-0
FAM131B	7_143056475	"NA"	0.2193428840607352	0.7464929332940949	0.42179949179455267
FAM131C	1_16395667	UP	1.1479828612186767	0.10805845345026839	3.2101161557419617
FAM132A	1_1160798	"NA"	0	1	-0
FAM132B	2_239071229	"NA"	0	1	-0
FAM132B	2_239063079	"NA"	0	1	-0
FAM134C	17_40760648	"NA"	0	1	-0
FAM155B	X_68717238	"NA"	-0.07432682511928546	0.9656502759050825	0.050427303932454835
FAM156A	X_53012727	"NA"	-0.028045285225998806	0.9420613392085746	0.08610709567460062
FAM159A	1_53085455	DOWN	0	1	-0
FAM167A	8_11330802	"NA"	-0.8468839176355227	0.4312271285312018	1.2134801538880566
FAM167B	1_32711309	UP	-1.536719323679802	0.09809279184846884	3.3497090629789312
FAM168B	2_131850103	"NA"	0.13271030793687189	0.3421475370589496	1.5473095326853168
FAM173B	5_10244080	"NA"	0	1	-0
FAM179A	2_29177007	"NA"	0	1	-0
FAM180A	7_135428852	DOWN	-0.7386882993650055	0.05903367103611822	4.082318130541737
FAM181A	14_94383386	"NA"	0.43888261108142235	0.5784773494509903	0.7896676238423747
FAM184A	6_119469086	"NA"	0.36058764601436316	0.6490928657119677	0.6235031955263846
FAM187B	19_35718621	"NA"	0.4941677020860302	0.5222900259115162	0.9370769418289052
FAM187B2P	19_35718621	"NA"	0.5939787132407033	0.5529986035075812	0.8546522576737292
FAM198B	4_159093706	"NA"	0	1	-0
FAM199X	X_103407727	UP	0.006986420276161809	0.9754851936360749	0.0358081197772243
FAM199X	X_103407727	UP	0.006986420276161809	0.9754851936360749	0.0358081197772243
FAM199X	X_103407727	UP	0.006986420276161809	0.9754851936360749	0.0358081197772243
FAM199X	X_103407727	UP	0.006986420276161809	0.9754851936360749	0.0358081197772243
FAM19A1	3_68047455	DOWN	0	1	-0
FAM213B	1_2514865	UP	0	1	-0
FAM216A	12_110906266	"NA"	0.23468136453526256	0.39618291444423104	1.3357614301523295
FAM216A	12_110904166	"NA"	0.23468136453526256	0.39618291444423104	1.3357614301523295
FAM218A	4_165877526	"NA"	-1.301095842241732	0.20591928346304772	2.279849156350658
FAM229A	1_32825454	"NA"	-0.2846201351886153	0.3864960376120945	1.3714744712849352
FAM35A	10_88851827	"NA"	0	1	-0
FAM3A	X_153736288	UP	0.16902138644395848	0.5779147700334261	0.791071352882347
FAM3A	X_153736288	UP	0.16902138644395848	0.5779147700334261	0.791071352882347
FAM3A	X_153736288	UP	0.16902138644395848	0.5779147700334261	0.791071352882347
FAM3A	X_153736288	UP	0.16902138644395848	0.5779147700334261	0.791071352882347
FAM3A	X_153736288	UP	0.16902138644395848	0.5779147700334261	0.791071352882347
FAM3A	X_153736288	UP	0.16902138644395848	0.5779147700334261	0.791071352882347
FAM3A	X_153736288	UP	0.16902138644395848	0.5779147700334261	0.791071352882347
FAM3C	7_121034731	"NA"	-0.14104778218504066	0.6224503593619126	0.6839693085629203
FAM45A	10_120860604	"NA"	0	1	-0
FAM47E	4_77132533	"NA"	-0.20226627935879593	0.8566846677344384	0.22316382638563445
FAM49A	2_16840881	UP	0	1	-0
FAM50A	X_153671975	UP	-0.6775650916037179	0.11711200601281602	3.094039110190268
FAM50A	X_153671975	UP	-0.6775650916037179	0.11711200601281602	3.094039110190268
FAM53B	10_126429450	"NA"	0.3521568955743799	0.1953621799930895	2.3557768907205396
FAM57B	16_30028318	"NA"	0	1	-0
FAM58A	X_152863309	UP	0	1	-0
FAM65B	6_25039374	"NA"	0	1	-0
FAM83A	8_124192240	UP	-0.12411758463921906	0.9289033451236403	0.10639960674583389
FAM83A	8_124192240	UP	-0.12411758463921906	0.9289033451236403	0.10639960674583389
FAM83D	20_37537349	"NA"	-0.17446521603735032	0.7619151708945517	0.3922977131035848
FAM84A	2_14769545	UP	0	1	-0
FAM96AP2	1_228295802	UP	0.7765639663259436	0.22617519418946228	2.1444873847561876
FAM9C	X_13061477	"NA"	0.8168857353266454	0.3031516305518374	1.7218885126506909
FAN1	15_31195054	"NA"	-0.2672362766429819	0.3048361742856993	1.7138939802256992
FANCB	X_14887917	"NA"	-0.1881226521246684	0.6001426883501382	0.736622541997318
FARP1-AS1	13_99086883	"NA"	-0.7535187440709628	0.16298323512647472	2.6172045221107716
FASTKD1	2_170428307	"NA"	-0.05198902018727747	0.835497744510092	0.25929216126097965
FASTKD2	2_207629540	"NA"	-0.13026442145038963	0.5874747168290748	0.7674013311930575
FASTKD3	5_7867714	"NA"	-0.24595901394552167	0.3549068436495997	1.4944877008093127
FATE1	X_150881164	"NA"	0.2833946761892765	0.5471340343532967	0.8700337938451281
FBLIM1	1_16081773	"NA"	1.6315954636853318	0.03823256247972121	4.709054291906777
FBLN5	14_92408551	"NA"	1.9032907912561396	0.052522813236571216	4.250911997577563
FBP1	9_97399353	UP	-0.5224663643481282	0.6170015035349795	0.6966540898889806
FBP2	9_97355741	"NA"	0.7948990639878657	0.174369725134852	2.5197785203076575
FBRSL1	12_133061309	DOWN	-0.11957510887935374	0.748729606597059	0.4174832916262961
FBXL14	12_1699476	"NA"	-0.10643665394730295	0.7397160259587661	0.4349565627535507
FBXL17	5_107712873	"NA"	0.5253360869257593	0.05651911170138938	4.1451173984494964
FBXL22	15_63882538	"NA"	-0.17091185984971458	0.7075040339629111	0.4991897211312584
FBXO24	7_100162503	"NA"	0.4263844806677646	0.2685229556739071	1.89688266730514
FBXO42	1_16677336	"NA"	-0.004046074765176932	0.9794827562379083	0.029908000770241226
FBXO45	3_196294343	"NA"	0.03517575451906918	0.9116320635430578	0.1334764275229947
FBXO8	4_175202395	"NA"	-0.31378128461159216	0.19178191930295901	2.3824613816300033
FCAMR	1_207114942	"NA"	-0.14451042904524058	0.8846950275874499	0.17674788038539557
FCAMR	1_207142387	"NA"	-0.14451042904524058	0.8846950275874499	0.17674788038539557
FCAR	19_55384818	"NA"	-1.5458232660252142	0.3082217011451968	1.697959652786883
FCGRT	19_50015130	"NA"	-0.8751944523077428	0.24878862619239778	2.0070075632407907
FCGRT	19_49996008	"NA"	-0.8751944523077428	0.24878862619239778	2.0070075632407907
FCRL1	1_157788282	"NA"	-0.9210501185473139	0.3088538888364119	1.6950035988417074
FCRL2	1_157745093	"NA"	-0.9710583233185085	0.26970125314755794	1.8905658699190844
FDX1	11_110295196	"NA"	0.32248248053579065	0.2800338524023098	1.8363268543569833
FDXACB1	11_111750672	"NA"	-0.28844689448145755	0.34381264926344657	1.5403054706823838
FDXACB1	11_111748606	"NA"	-0.28844689448145755	0.34381264926344657	1.5403054706823838
FEM1C	5_114879660	"NA"	0.16692754156220424	0.5978273964303643	0.7421990824672591
FEN1	11_61554194	"NA"	-0.5260577707408753	0.16551288562050767	2.5949845558177396
FER	5_108074608	"NA"	0.23588134462831878	0.6351421879741841	0.6548484936764715
FERMT3	11_63973064	"NA"	0.08775980399477668	0.8010346187744863	0.32006350112351295
FEV	2_219840370	"NA"	-1.8042999710165395	5.293988898158181e-4	10.883357210139057
FEZF1	7_121937662	DOWN	-0.3435419858769979	0.35191772125627074	1.5066899302603811
FEZF1-AS1	7_121937662	DOWN	0.740906645531612	0.297457915745066	1.7492425240823848
FFAR1	19_35842125	"NA"	-1.029198645900688	0.2171112203287696	2.2034938083890276
FFAR2	19_35939222	DOWN	0.4000693596154259	0.6946281173783537	0.5256872851156658
FFAR3	19_35845612	"NA"	0.6645183733686952	0.46219121621822234	1.1134382527339746
FGF11	17_7337174	DOWN	0.5580672455908512	0.2471210211362247	2.016710357393167
FGF14	13_103053485	"NA"	0.3287973385526337	0.7309909563204793	0.45207453734481357
FGF18	5_170845216	"NA"	0.40962986438162097	0.6656167820894201	0.5872362865105807
FGF6	12_4548972	UP	0.17134175188035972	0.8735300632575973	0.1950707393511701
FGFR1	8_38277941	"NA"	-1.0333434736559859	0.3347324706372812	1.5789195888130183
FGFR1	8_38317989	DOWN	-1.0333434736559859	0.3347324706372812	1.5789195888130183
FGFRL1	4_986189	"NA"	0.24788057177433576	0.7177073993408247	0.4785323003622064
FGL1	8_17765364	"NA"	-0.9115550724040249	0.09320002992423145	3.423525771681292
FGL2	7_76826801	DOWN	-0.3888347525786582	0.74941205394839	0.4161689119471732
FHL1	X_135228680	UP	-0.504766928168797	0.599366912683881	0.7384886510499398
FIBIN	11_27015006	DOWN	-0.2004982866403875	0.8081917758948683	0.3072304240589585
FILIP1L	3_99831381	UP	-0.40531395265612824	0.42979072585903033	1.2182937426510758
FIP1L1	4_54240673	"NA"	0.08044457922966863	0.6110145021750417	0.7107214726703251
FITM1	14_24594230	UP	-0.25112914510538875	0.5054609072551381	0.9843285776157663
FIZ1	19_56102628	"NA"	-0.01196439373429481	0.9649751972025165	0.051436233680520006
FJX1	11_35636413	"NA"	0.5112939903544262	0.5546290971891574	0.8504047892396167
FKBP10	17_39966891	UP	0.3060103226280823	0.76605813975786	0.38447420566491497
FKBP10	17_39966891	UP	0.3060103226280823	0.76605813975786	0.38447420566491497
FKBP14	7_30059822	"NA"	0.8776795559988195	0.31300810563955017	1.6757280772995395
FKBPL	6_32097279	UP	0.14619124961048624	0.6429666242130057	0.6371842443202974
FKRP	19_47248949	"NA"	0.06297723212692041	0.7860117544832783	0.34737720732977545
FLG	1_152297147	DOWN	-1.0259869932988455	0.5218727468095032	0.9382300312492828
FLI1	11_128559233	UP	0.12757772738180062	0.5465725415463851	0.8715151106389448
FLI1	11_128559233	UP	0.12757772738180062	0.5465725415463851	0.8715151106389448
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNA	X_153597085	UP	0.41736083769861665	0.29752075836185743	1.7489377644804556
FLNB	3_57991779	"NA"	-0.6948889712056552	0.36317416735186636	1.4612665077838276
FLOT1	6_30709383	"NA"	-0.44256339154211943	0.3410547497144787	1.5519247403848246
FLOT2	17_27218242	"NA"	-0.37029437183995295	0.30111451368593506	1.7316158474089933
FLT3LG	19_49968512	"NA"	0.41652307749356576	0.39596960754178057	1.336538393702276
FLVCR1	1_213023955	"NA"	-0.029825538064910617	0.9027550732172142	0.14759347217010674
FLVCR1-AS1	1_213023955	"NA"	0	1	-0
FMNL1	17_43296482	"NA"	0.1795097002640169	0.5932565087798263	0.7532720711784361
FMNL1	17_43306627	"NA"	0.1795097002640169	0.5932565087798263	0.7532720711784361
FMO2	1_171152014	DOWN	1.4771252348648463	0.2821245815803978	1.825595721132928
FMO5	1_146707850	"NA"	-0.33334230101335294	0.411893824289824	1.279655599497502
FMOD	1_203319882	"NA"	1.2136115059412471	0.27797379140011375	1.846979229203053
FMR1	X_146990620	UP	0.0036492893067023857	0.9882033663780714	0.017120124460492256
FMR1-AS1	X_146990620	UP	-0.06662954800983423	0.9291554185115496	0.10600816053753803
FNBP1L	1_93902865	"NA"	-2.011735329760847	0.07971744599036353	3.648960700321052
FNDC3B	3_171755271	DOWN	0.23105088582697864	0.6045485816995401	0.7260698153620788
FNIP1	5_131132045	"NA"	0.41495705652427795	0.18812632366761844	2.410226362094142
FOS	14_75743350	"NA"	0.24752968028388267	0.7137125175335354	0.48658501929934767
