gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	AveExpr	Gene_log2_P.value
DDX3X	X_41190644	"NA"	0.00127554369856675	0.9954467965692333	99.47921723608786	0.006583884292542013
DDX41	5_176937470	"NA"	0.3240201542313912	0.07107871352703922	24.67848911847818	3.8144386199016154
DDX41	5_176942492	"NA"	0.3240201542313912	0.07107871352703922	24.67848911847818	3.8144386199016154
DDX56	7_44608506	"NA"	-0.005166303702609731	0.9759647723667186	21.54602519644459	0.03509902051011707
DDX58	9_32524066	"NA"	-0.7069041341793643	0.006449407559665271	13.026972388935057	7.27661764350425
DEFB136	8_11820898	"NA"	-0.3389047128069107	0.10677845161252501	0.05500301715253645	3.2273075610488307
DEGS2	14_100621624	"NA"	-1.746711899311725	0.0042791710203239205	3.499432774904127	7.8684529461440675
DENND4B	1_153917401	"NA"	0.15134530444449368	0.4736463689966822	59.78375514610871	1.0781177701558204
DENND5B	12_31739520	"NA"	-0.46054604538189015	0.36012437904620953	7.329388404264298	1.4734328271043728
DENND5B-AS1	12_31739520	"NA"	-0.7703312023124138	0.23348370561387966	0.470344066603119	2.098606224397027
DERA	12_16061598	"NA"	0.1814050990960805	0.49794128412503746	11.420442654813419	1.0059524612200432
DERL2	17_5384556	"NA"	-0.1848945340687207	0.13869935920610957	12.86904342979937	2.8499669724911927
DFNB31	9_117261937	"NA"	0	1	0	-0
DFNB59	2_179314763	"NA"	0	1	0	-0
DGKA	12_56320429	"NA"	-0.07287923232201621	0.822771989835356	28.151637946799973	0.28143541479878953
DGKA	12_56328877	"NA"	-0.07287923232201621	0.822771989835356	28.151637946799973	0.28143541479878953
DGKA	12_56324082	"NA"	-0.07287923232201621	0.822771989835356	28.151637946799973	0.28143541479878953
DHRS1	14_24765344	"NA"	0.06701108653238297	0.702481568172751	9.937853004202458	0.5094677227276346
DHRS13	17_27218242	"NA"	-0.3444221837263235	0.32999051841344573	2.9906771579954485	1.5995035226417833
DHRS13	17_27229175	"NA"	-0.3444221837263235	0.32999051841344573	2.9906771579954485	1.5995035226417833
DHX15	4_24583657	"NA"	-0.05222200102132213	0.7375592619670778	54.83347956985464	0.4391691221205883
DHX16	6_30635595	"NA"	0.09954178926006119	0.46764385259687424	16.578021496469535	1.09651787212298
DHX33	17_5371077	"NA"	-0.1641286079592259	0.4259257422867839	16.289917043643747	1.2313261681285503
DHX58	17_40256293	UP	-0.20836554346754976	0.4595372268425386	8.494103786646576	1.1217463567556987
DIAPH1	5_140935964	"NA"	0.19729422430589771	0.3596442821875784	82.6295593922105	1.4753574273186307
DIRC2	3_122508706	"NA"	0	1	0	-0
DIXDC1	11_111797030	"NA"	0.5517623170082331	0.30950464099581265	3.5219749422274598	1.6919670521959842
DKKL1	19_49863362	"NA"	-0.5943773801090115	0.31058673881450555	0.08900114578061233	1.6869318628922882
DLEU1	13_50653452	"NA"	-0.21759645976125608	0.49649079267563145	12.5597275679163	1.0101611313822012
DLEU1	13_50653452	"NA"	-0.21759645976125608	0.49649079267563145	12.5597275679163	1.0101611313822012
DLEU2	13_50653452	"NA"	0.39249804580951597	0.21203806048906132	12.294207867218285	2.2376048454270556
DLEU7-AS1	13_51381938	"NA"	0	1	0	-0
DLK1	14_101188816	"NA"	-2.9807775446525606	0.13530895103800455	0.5643677013881528	2.8856708143977765
DLL4	15_41215397	"NA"	-0.6610338598681522	0.24921491706999013	0.4136654306340284	2.004537669628137
DLX1	2_172946170	"NA"	-0.47317323553372903	0.5145513305978953	0.25852892916571424	0.9586130902556829
DLX2	2_172966044	"NA"	-0.14750249569729856	0.828071244215344	0.2044113603478258	0.2721731976283699
DMAP1	1_44678697	"NA"	-0.30832269272044943	0.11879768096993798	18.985331544348455	3.0734214210872772
DMRT3	9_974143	DOWN	0.15469273882229384	0.7959478825010402	0.06703080663554696	0.32925412657935943
DMXL1	5_118369840	"NA"	-0.32075572669997854	0.2633526179050702	29.346083109054263	1.9249322939491662
DMXL1	5_118397519	"NA"	-0.32075572669997854	0.2633526179050702	29.346083109054263	1.9249322939491662
DNAH7	2_196922711	UP	-0.63336669036168	0.1522167571647503	1.532433053820291	2.715800904589093
DNAJA1	9_33022373	"NA"	-0.02250542632042407	0.9178742454486883	38.03671331259837	0.12363158601428642
DNAJB11	3_186283614	"NA"	0.22929222495306423	0.29418514079576996	20.147140511905224	1.7652037165530863
DNAJB11	3_186285711	"NA"	0.22929222495306423	0.29418514079576996	20.147140511905224	1.7652037165530863
DNAJB14	4_100862144	"NA"	-0.3162679581885204	0.13086019022375783	24.641201168875767	2.9339018219124977
DNAJC1	10_22290008	"NA"	-0.5710919672210375	0.1178087862780255	15.473546448837734	3.08548095430105
DNAJC10	2_183579717	"NA"	-0.014485097770716493	0.9452256100032935	35.500250964492494	0.08126937657410419
DNAJC14	12_56214687	"NA"	-0.06164977499657631	0.7018174556315435	10.386959232783331	0.510832263932859
DNAJC21	5_34928579	"NA"	0.06511834269398431	0.6895352744855852	19.77472184234922	0.5363037374574529
DNAJC6	1_65712412	"NA"	0.0960560235868737	0.9222870570132183	3.2494811772577687	0.11671224306794727
DNAJC7	17_40168222	"NA"	0.29016309103529014	0.16533323046891432	27.902335719505306	2.5965513725893117
DNM1L	12_32831479	"NA"	-0.019897867420320736	0.9041652632997735	38.100863736119955	0.14534160238840252
DNM3OS	1_172113777	"NA"	-1.0617810598531907	0.20396508961526277	0.6587565773066649	2.2936058512636084
DNMT1	19_10305213	"NA"	0.09518703893124769	0.5445278290281081	53.18283392199012	0.87692231265796206
DNMT1	19_10319223	"NA"	0.09518703893124769	0.5445278290281081	53.18283392199012	0.87692231265796206
DNTT	10_98062060	UP	-6.584824543020524	0.08070287894011742	2.6214960009756294	3.6312360496230176
DOK3	5_176937470	"NA"	0.37160778955738305	0.18870868852217668	43.6248617043458	2.405767245879651
DPAGT1	11_118962934	"NA"	-0.024908825181906735	0.897883403584073	18.04759818159372	0.15539998176101824
DPM3	1_155110904	"NA"	0.011427546449784831	0.97044242546768	3.410283359595365	0.04328547180538563
DPP4	2_162928826	DOWN	-0.6137309919708018	0.3282163230069761	2.2557299790161665	1.6072811054701388
DPRX	19_54120976	"NA"	-0.7064268765638744	0.020427824293328834	0.06792464078531524	5.613320634669587
DPY19L1	7_35075504	"NA"	0.6769915500148178	0.02604756907719206	12.625096155731107	5.262707452354476
DROSHA	5_31521725	"NA"	-0.2123783641974919	0.20649070884370044	27.71168276739818	2.275851226592181
DSE	6_116573907	"NA"	-2.1740516397359935	6.381346998923941e-4	11.995721803005894	10.613851393873922
DSE	6_116596008	"NA"	-2.1740516397359935	6.381346998923941e-4	11.995721803005894	10.613851393873922
DSTN	20_17542510	"NA"	0.017598112827878154	0.954482449767169	14.717046374850959	0.06720942409591633
DTL	1_212208814	"NA"	-0.32677292292636384	0.3171395772803723	15.984709210209061	1.656810165779822
DTNA	18_32392811	"NA"	3.103622491343616	0.0048529425470147936	1.2481928251069883	7.6869245042277035
DTNA	18_32073060	DOWN	3.103622491343616	0.0048529425470147936	1.2481928251069883	7.6869245042277035
DTWD1	15_49907307	"NA"	-0.5975787745123604	0.007086103397341932	13.901890303804723	7.140791767873075
DTWD2	5_118320592	UP	-0.06754091381058958	0.8296712981787656	5.136156273728112	0.26938821675710495
DTX3	12_57992706	DOWN	-1.0597701802990753	0.28248146335340374	2.342065786887462	1.8237718949897632
DTX3	12_57992706	DOWN	-1.0597701802990753	0.28248146335340374	2.342065786887462	1.8237718949897632
DUSP16	12_12712921	"NA"	-0.27462508705661515	0.3782344021642374	8.11896159490015	1.402647505860527
DUSP19	2_183942459	"NA"	-0.942902917372811	0.07710257768217874	2.873225347930992	3.6970770968570843
DUSP23	1_159749526	"NA"	0.4673801450477275	0.23512211233328534	5.1380939999871735	2.088517869578154
DUSP5	10_112255134	"NA"	-1.0571342620498494	0.04614756353830576	5.6243874350570024	4.437601710137584
DUXA	19_57656531	"NA"	-0.4814518829226211	0.06226313746118986	0.05888175481983482	4.005477913230172
DYNC1I2	2_172543827	"NA"	0.07911430275072551	0.6297644270460889	23.891768453889682	0.6671158273689938
DYNLT1	6_159063732	"NA"	-0.3933898493298731	0.11880032064627369	14.195076810819165	3.073389364858409
DYRK3	1_206808181	"NA"	-1.813778013147347	0.0032455467016156135	5.8213900328471695	8.267322768756006
DZIP3	3_108308330	"NA"	-0.5185566722012105	0.10263886424450364	8.354846768094374	3.2843509834730837
E2F3	6_20400928	"NA"	0.0054161756441839515	0.9724795766979931	24.461935946304454	0.04026014289230515
EAF2	3_121551930	"NA"	0.7596672612054522	0.004458383518823298	15.415523351210533	7.8092635592923765
EBF1	5_158520315	DOWN	-1.0598866208563347	0.22139430024412604	1.8696326020517433	2.1753100142104564
EBF1	5_158520315	DOWN	-1.0598866208563347	0.22139430024412604	1.8696326020517433	2.1753100142104564
EBF2	8_25892085	DOWN	-0.13349017670669117	0.8442233299728593	0.10659961840061292	0.24430339640071952
EBF4	20_2666520	"NA"	-1.9420153784337169	0.09369161959046407	0.8507744045806058	3.4159361804813435
EBNA1BP2	1_43634235	DOWN	-0.16071519611297003	0.4949469569114635	12.161253882086351	1.0146541739399668
ECM1	1_150471773	"NA"	0.23550723232633652	0.7153696681401165	5.144624039854295	0.4832391459021852
EDRF1	10_127407480	"NA"	-0.3963904159875371	0.014870889620578273	15.77168218441284	6.071365233520516
EEF1A1	6_74228212	"NA"	-0.08924366297655872	0.6975658596855607	485.5476623196775	0.519598661520823
EEF1B2	2_207023009	"NA"	-0.2784181142084279	0.26955138534785744	75.38579249805575	1.8913677706296188
EEF1B2	2_207026883	"NA"	-0.2784181142084279	0.26955138534785744	75.38579249805575	1.8913677706296188
EFCAB12	3_129146810	"NA"	0.25830789264274623	0.5663386078182123	2.0905192911153696	0.820263211875756
EFCAB7	1_63985757	"NA"	-0.977400648215105	6.2665315446266e-4	5.073200834103281	10.640045231246097
EFEMP1	2_56150106	DOWN	-0.43041992288025677	0.7119383073480481	0.2905092745350781	0.4901758642844581
EFHC1	6_52280078	UP	-0.32746415721395294	0.2312020471433153	13.06177831392732	2.112773922868694
EFNA3	1_155036065	"NA"	-0.5738703391911874	0.12894708973161847	1.2742789309684999	2.955148882265406
EFNA4	1_155036065	"NA"	-0.15758641720051125	0.6413755380823771	2.2885088326887497	0.6407587641203277
EGFL8	6_32097279	DOWN	-1.2583090405342592	0.0012770428324293988	2.77805391825155	9.612977370351933
EGFL8	6_32097279	DOWN	-1.2583090405342592	0.0012770428324293988	2.77805391825155	9.612977370351933
EGFL8	6_32097279	DOWN	-1.2583090405342592	0.0012770428324293988	2.77805391825155	9.612977370351933
EGFL8	6_32097279	DOWN	-1.2583090405342592	0.0012770428324293988	2.77805391825155	9.612977370351933
EGFL8	6_32097279	DOWN	-1.2583090405342592	0.0012770428324293988	2.77805391825155	9.612977370351933
EGFL8	6_32097279	DOWN	-1.2583090405342592	0.0012770428324293988	2.77805391825155	9.612977370351933
EGFL8	6_32097279	DOWN	-1.2583090405342592	0.0012770428324293988	2.77805391825155	9.612977370351933
EGFLAM	5_38253299	"NA"	0.13102594147124247	0.8825312295017869	0.1730138303784232	0.18028076398208306
EGFLAM-AS3	5_38339218	"NA"	-0.14503148154503798	0.37734434089548097	0.05500301715253645	1.4060464568878621
EGFLAM-AS4	5_38290503	"NA"	-0.8883366406332271	0.009248546994057034	0.06680875103079278	6.756557557857612
EHMT2	6_31851517	"NA"	-0.2728968017235669	0.20781947926812108	33.08084764449361	2.2665972080830463
EHMT2-AS1	6_31851517	"NA"	-0.7441429053271569	0.16583312842146586	0.3353978765882952	2.59219585261867
EIF1	17_39844917	"NA"	0.11729447255525116	0.5054721843189631	86.11079678554698	0.9842963907891753
EIF1B	3_40349570	"NA"	0.15303596497686556	0.4957581522695973	13.899333252388356	1.0122915984953302
EIF2D	1_206784719	"NA"	-0.4496778294309216	5.300341843187498e-4	22.62048763988774	10.88162697089862
EIF3G	19_10228245	"NA"	-0.13959182634391976	0.39609300800224867	30.434643873338352	1.3360888604701617
EIF3G	19_10215285	"NA"	-0.13959182634391976	0.39609300800224867	30.434643873338352	1.3360888604701617
EIF3I	1_32671968	"NA"	0.23712028957462472	0.17158619326056918	26.32823332431548	2.5429946243102606
EIF4E	4_99846712	"NA"	-0.4143390282590218	0.0809812673877763	14.917448151215995	3.626267967855048
ELAVL3	19_11589378	"NA"	-0.5874378459402472	0.24947450766040016	0.26314600882519473	2.0030356923545054
ELK3	12_96583455	"NA"	0.2666490299042259	0.2950612310309977	23.54349419532073	1.7609137216392365
ELP3	8_27945322	"NA"	-0.3156656255691752	0.06933082493766382	14.759150102584323	3.850359263138171
ELP4	11_31530655	"NA"	-0.10853028820575661	0.5750727964805483	6.971651461776754	0.7981835014843608
EMB	5_49738976	DOWN	1.2356492385291897	4.898837617199129e-4	71.85625916019735	10.995272908452094
EMC8	16_85831379	"NA"	0.1930500722351418	0.16580974880687185	9.226408440530236	2.5923992621076386
EMC9	14_24605003	"NA"	-0.007531548780171704	0.9755049626810562	3.194939678367082	0.035778882619808265
EMILIN3	20_39988617	"NA"	-0.25384416380883135	0.7151353355783472	0.09548853485923114	0.48371180475612635
EML6	2_54950262	"NA"	-0.10942441788552171	0.784559538750582	2.5674593986803966	0.35004516012117876
EN1	2_119602892	DOWN	-0.7763029998309827	0.037318731450461204	0.08803884594234448	4.743956243275127
EN1	2_119602892	DOWN	-0.7763029998309827	0.037318731450461204	0.08803884594234448	4.743956243275127
EN1	2_119602892	DOWN	-0.7763029998309827	0.037318731450461204	0.08803884594234448	4.743956243275127
EN2	7_155247684	"NA"	0.7807020190089391	0.21504976539904594	0.07570683925874122	2.2172575374611943
ENDOV	17_78388411	"NA"	-0.4003210587929238	0.08141408024853931	8.409312900527494	3.6185778652086316
ENKUR	10_25303478	"NA"	-2.420880473267685	3.849155044638429e-4	0.3575749553447371	11.343170595221705
ENTPD1-AS1	10_97802040	"NA"	-0.6587227089494156	0.026984048511000426	6.208228627763329	5.2117493726758655
ENTPD7	10_101418038	"NA"	0.10107425037213691	0.7245726615923601	7.639272389942731	0.46479772151291643
ENY2	8_110345036	"NA"	0.05469041572947475	0.7467489439997492	19.20923578624352	0.42130480250851404
EPB41L5	2_120765833	"NA"	-0.05340837272558607	0.9351177834294888	2.5533049243796446	0.0967800027559386
EPHB6	7_142549777	"NA"	-0.28949636292526293	0.4364887453835279	15.019050140745348	1.1959836396321895
EPHX2	8_27347975	"NA"	0.1956939834701047	0.7950087748385315	1.3496848986380996	0.3309573107844949
EPRS	1_220214228	"NA"	0	1	0	-0
EPS8L1	19_55578961	"NA"	0.659562417072399	0.19647187258509655	2.709647858368743	2.3476053075259866
ERC1	12_1095909	"NA"	-0.3983564893240459	0.03216520541415364	26.20875315564216	4.958355287689442
ERGIC2	12_29529425	UP	-0.5162612438241272	0.024782500867534137	14.349665940194814	5.334534408787839
ERLIN1	10_101944868	"NA"	0.6890643518539719	0.006534444457567998	40.85661793260632	7.257719697819733
ERP27	12_15091243	"NA"	0.3727395049734614	0.21451070186610915	5.287572965933009	2.220878469801138
ESCO2	8_27623898	"NA"	-0.07364725467721289	0.8576590603527875	6.117184635971669	0.22152383841039175
ESPN	1_6517223	"NA"	0.5306670468994714	0.5748706795615283	0.9568845601062409	0.7986906448106681
ESR2	14_64799141	"NA"	-1.0820198874287001	0.11594322187848201	1.4449756765424118	3.1085096133953094
ESRRG	1_217305462	DOWN	-1.2999657347917037	0.14392127547054867	0.14726192124171555	2.7966482175621947
ESYT1	12_56510912	"NA"	-0.4034589091434526	0.062365484174985615	56.01220507616684	4.0031083912423915
ESYT1	12_56523367	"NA"	-0.4034589091434526	0.062365484174985615	56.01220507616684	4.0031083912423915
ETAA1	2_67621709	"NA"	-0.4136172578376125	0.08033211540534141	8.153539840518166	3.637879321916691
ETS2	21_40174503	"NA"	0.1234261705028592	0.712583942949556	39.49775492048085	0.4888681200999062
EVX1	7_27282072	"NA"	-0.769385825949036	0.015217570787129117	0.06930542371940328	6.038118113001046
EVX1-AS	7_27282072	"NA"	-0.09014931601773402	0.7647427434431786	0.05780872038105493	0.386953582607918
EVX2	2_176940241	"NA"	-0.9157460078507205	0.03903634960614772	0.07565383200223982	4.679038040852873
EXOC5	14_57732805	"NA"	-0.3392135617719072	0.09625693898830716	25.273788822826706	3.3769656440597813
EYA4	6_133560667	DOWN	0.7129784579169915	0.37892688805476493	0.11233128969141357	1.400008580042186
F12	5_176826407	"NA"	1.2211075954546284	0.046269718067394945	1.8840498791271187	4.4337878815352365
F3	1_95006048	"NA"	1.6841297881233215	0.03948285060495429	1.050506182753383	4.662630035715792
FAF1	1_51424828	"NA"	-0.2618806751866991	0.11035247425408508	22.08730239717343	3.179809117702273
FAHD1	16_1861041	DOWN	-0.17205933109853344	0.3492925009794835	5.888772317125268	1.5174924252889825
FAIM3	1_207095325	"NA"	0	1	0	-0
FAM101A	12_124765999	"NA"	0	1	0	-0
FAM109B	22_42469899	"NA"	0	1	0	-0
FAM114A2	5_153416650	"NA"	-0.01832692730753127	0.9402737176545988	9.76028552339702	0.08884730233104424
FAM117B	2_203496670	"NA"	-0.3530776015168602	0.1972815368550243	14.485474312419804	2.3416721511628964
FAM126B	2_201931658	"NA"	-0.17903743283776397	0.3742995883419522	25.459357003612592	1.4177346333375738
FAM131C	1_16395667	"NA"	-0.2753721530147084	0.4485860118194994	0.07914877298157082	1.1565434610732557
FAM132A	1_1160798	UP	0	1	0	-0
FAM13A	4_90023814	"NA"	-0.6318507889645844	0.04587382260624724	13.364535311706218	4.446185059435799
FAM150B	2_283104	"NA"	0	1	0	-0
FAM155B	X_68717238	DOWN	-1.8580277691147487	0.14566225292125368	0.1913780998842096	2.779301030654447
FAM162A	3_122101562	"NA"	0.1942833305232332	0.37543811242286707	7.901040362250305	1.4133529827779674
FAM167A	8_11330802	"NA"	-2.1420957593891736	0.024621740374917277	0.7809114715214746	5.343923448199227
FAM168B	2_131850103	"NA"	0.2315538570675839	0.03395876727675398	29.74477794041705	4.880072100612652
FAM173B	5_10244080	"NA"	0	1	0	-0
FAM178A	10_102671611	"NA"	0	1	0	-0
FAM179B	14_45426838	"NA"	0	1	0	-0
FAM181A	14_94383386	"NA"	-0.668741485642637	0.12493846312266156	0.08191097988135794	3.000710406461276
FAM194B	13_46186486	"NA"	0	1	0	-0
FAM208B	10_5724875	"NA"	0	1	0	-0
FAM20B	1_178991018	"NA"	-0.06979326049831691	0.6865985089778764	22.550609585111452	0.5424613705554308
FAM216A	12_110904166	"NA"	-1.0228008132906967	7.615968189526073e-5	12.0647626902616	13.68061302164558
FAM216A	12_110906266	"NA"	-1.0228008132906967	7.615968189526073e-5	12.0647626902616	13.68061302164558
FAM217A	6_4076718	"NA"	-0.049006919347865496	0.8674686061293	1.5356117918570025	0.2051165476876717
FAM227B	15_49907307	"NA"	-0.7555314514999747	0.013088755598647661	3.679205241372717	6.2555282488704895
FAM229A	1_32825454	"NA"	-0.5235825260575053	0.047791457336445714	8.458743660446903	4.387103428467674
FAM229B	6_112407287	"NA"	-0.8082461189344289	0.19074181851170383	1.4288429466135872	2.390306918014869
FAM24B	10_124636825	DOWN	1.0089565875848736	0.24355113821317756	1.318503646665722	2.0377033693946114
FAM26D	6_116849474	"NA"	0	1	0	-0
FAM26E	6_116831009	"NA"	0	1	0	-0
FAM26F	6_116775707	UP	0	1	0	-0
FAM26F	6_116775707	UP	0	1	0	-0
FAM46C	1_118143091	"NA"	0	1	0	-0
FAM49B	8_131024598	"NA"	0	1	0	-0
FAM53B	10_126429450	"NA"	0.5070083106815995	0.01640597471091298	21.441203110873694	5.929634880049646
FAM60A	12_31476368	"NA"	0	1	0	-0
FAM60A	12_31479638	"NA"	0	1	0	-0
FAM64A	17_6345437	DOWN	0	1	0	-0
FAM65B	6_25039374	UP	0	1	0	-0
FAM84A	2_14769545	DOWN	0	1	0	-0
FAM84B	8_127566877	"NA"	0	1	0	-0
FAM8A1	6_17596647	"NA"	-0.46040268803209816	0.07168613712449723	15.173245663745229	3.80216203647426
FAM96A	15_64385582	"NA"	0	1	0	-0
FANCM	14_45602375	"NA"	-0.5028559842307496	0.029745179481455036	10.925156549418968	5.07120030628513
FAR2	12_29297976	"NA"	-0.26100866406681433	0.3644529533934643	18.064283426524423	1.456195503343694
FARS2	6_5260324	"NA"	-0.24018734490589688	0.1409424614481496	7.178780735956159	2.8268217799603774
FASN	17_80030209	"NA"	0.4593273259010804	0.20922657743260828	46.40713240606976	2.2568619703827504
FASTKD2	2_207629540	"NA"	-0.4555926040750231	0.020329352340702943	16.253008214793415	5.620291935720447
FBLN5	14_92408551	"NA"	-1.607258929018286	0.1396086722997805	1.5569293923975884	2.8405395323134344
FBXL20	17_37553833	DOWN	-0.05010739810909559	0.8245343704749524	37.07582563184515	0.278348461648803
FBXL20	17_37553833	DOWN	-0.05010739810909559	0.8245343704749524	37.07582563184515	0.278348461648803
FBXL22	15_63882538	"NA"	-0.8648538847871923	0.025401238283927808	1.7914557084497758	5.29895736118134
FBXO15	18_71812557	"NA"	-1.206271073946954	0.029624215288575142	0.9092127654672311	5.0770792505916775
FBXO3	11_33791756	"NA"	-0.17911990230528918	0.4281847958504693	15.20361464443245	1.2236945260218604
FBXO31	16_87424528	"NA"	-0.4756276044557506	0.02746817597235588	10.022882474250016	5.186095078523961
FBXO33	14_39897769	"NA"	0.09916659723404919	0.5012738272401835	12.191671866644779	0.9963291855158195
FBXO34	14_55737572	"NA"	-0.18986746283529587	0.25467496580624194	13.681485011173773	1.9732709432149493
FBXO40	3_121310206	"NA"	0.29595910469156816	0.37321853754903467	2.0137937577745433	1.4219074490892467
FBXO9	6_52914330	"NA"	0.10365781255980622	0.5535847955106379	23.323399914733947	0.8531237757252849
FCAMR	1_207142387	DOWN	1.7252636803189536	0.019974845116464017	0.14636705340407727	5.6456718731333915
FCRL6	1_159768852	"NA"	-1.3258826726960602	0.08361471586435516	2.736019050097391	3.580099316413843
FDFT1	8_11654076	UP	-0.17007287020875683	0.3785478386877328	34.50366980204739	1.4014524636950896
FDFT1	8_11654076	UP	-0.17007287020875683	0.3785478386877328	34.50366980204739	1.4014524636950896
FDFT1	8_11654076	UP	-0.17007287020875683	0.3785478386877328	34.50366980204739	1.4014524636950896
FDXACB1	11_111750672	"NA"	-0.3188553250169459	0.18194425327388075	2.131948679246117	2.458431610644879
FDXACB1	11_111748606	"NA"	-0.3188553250169459	0.18194425327388075	2.131948679246117	2.458431610644879
FEM1C	5_114879660	"NA"	0.2206428373149718	0.36827506956201495	14.311024699354139	1.4411443578088676
FEZF1	7_121937662	DOWN	-0.5273070423766271	0.07611094714570563	0.06294199419744767	3.7157522162433563
FEZF1-AS1	7_121937662	DOWN	-0.6503025032306118	0.04704079235013535	0.0629879881796539	4.409943828792973
FEZF2	3_62342885	DOWN	-0.8825960054416075	0.007785450846731894	0.06955351611144374	7.0050036980859725
FGD2	6_36968558	"NA"	1.4208855443568877	0.03444779800541198	14.424805524322114	4.8594444247901505
FGF1	5_142077052	"NA"	0.38922895093499577	0.5261646100267843	0.08570353684637942	0.9264138791769253
FGF14	13_103053485	"NA"	-1.1544556066325358	0.11295582926124749	0.14858309584359913	3.1461693697137934
FGF21	19_49253355	"NA"	0.08055393372773434	0.8753509925689014	0.07221690988328311	0.1920664794241787
FGFR1OP2	12_27088464	"NA"	-0.6552215668093826	0.02522616047115267	25.61273919537822	5.308935551068762
FH	1_241682071	"NA"	0.38152414918482247	0.0707390765512316	14.149556099740023	3.8213488039795243
FHL3	1_38469208	"NA"	-0.747346380531571	0.04065571141613879	17.84247319364586	4.620398149825303
FIBIN	11_27015006	"NA"	-0.619441549367675	0.28738098520328	0.06531309461712806	1.798963487025516
FILIP1L	3_99831381	DOWN	-0.8804396649743975	0.037885659073448	3.594895537038884	4.722204343989359
FKBP14	7_30059822	"NA"	-1.142931990568316	0.16768425772105108	4.558285482989231	2.576180840533778
FKBP3	14_45602375	"NA"	-0.08169163532366053	0.6590428647220932	12.829341617324605	0.6015557924600109
FKBPL	6_32097279	DOWN	-0.1785745642549601	0.48404927734195324	1.9322345593022283	1.046774170201404
FKBPL	6_32097279	DOWN	-0.1785745642549601	0.48404927734195324	1.9322345593022283	1.046774170201404
FKBPL	6_32097279	DOWN	-0.1785745642549601	0.48404927734195324	1.9322345593022283	1.046774170201404
FKBPL	6_32097279	DOWN	-0.1785745642549601	0.48404927734195324	1.9322345593022283	1.046774170201404
FKBPL	6_32097279	DOWN	-0.1785745642549601	0.48404927734195324	1.9322345593022283	1.046774170201404
FKBPL	6_32097279	DOWN	-0.1785745642549601	0.48404927734195324	1.9322345593022283	1.046774170201404
FKBPL	6_32097279	DOWN	-0.1785745642549601	0.48404927734195324	1.9322345593022283	1.046774170201404
FLI1	11_128559233	UP	0.0013084328354642238	0.9937322124283255	47.27184876936267	0.009070963272053588
FLJ00104	16_87734983	UP	0	1	0	-0
FLJ27365	22_46440513	DOWN	0	1	0	-0
FLJ27365	22_46440513	DOWN	0	1	0	-0
FLNB	3_57991779	"NA"	0.18645486692820246	0.7298483057909351	39.576606958451926	0.4543314544901716
FLOT1	6_30709383	"NA"	0.199531820119617	0.5559907737297092	19.98109492130466	0.8468671522350447
FLOT2	17_27218242	"NA"	0.20231037117273587	0.43870827051884775	38.705168001496446	1.1886661906180758
FNBP4	11_47782538	"NA"	-0.35886707194319456	0.016244145790952083	49.94625121523161	5.9439363091765225
FNDC1	6_159583247	"NA"	-0.7505320460432996	0.42017722716018335	0.2694007622591823	1.2509301221990472
FNDC3A	13_49547677	"NA"	-0.5119348637555641	0.03130966182544753	35.374061805758785	4.997248263712214
FNDC3B	3_171755271	"NA"	0.1565248924065541	0.6552884571818881	49.9980080747037	0.6097979758147567
FNIP1	5_131132045	"NA"	-0.09642613101869468	0.708065616298118	25.813228204073905	0.49804503412499396
FNTB	14_65371027	UP	-0.16123079054752543	0.31924002725654615	7.7323558384888775	1.6472865426249865
FNTB	14_65371027	UP	-0.16123079054752543	0.31924002725654615	7.7323558384888775	1.6472865426249865
FNTB	14_65452018	"NA"	-0.16123079054752543	0.31924002725654615	7.7323558384888775	1.6472865426249865
FNTB	14_65452018	"NA"	-0.16123079054752543	0.31924002725654615	7.7323558384888775	1.6472865426249865
FOSL2	2_28614158	"NA"	1.2732975529928847	2.8285482071170056e-4	64.37631720028766	11.787650620419988
FOXB1	15_60294497	"NA"	-1.288318954963354	0.00609679949735594	0.11444017623930473	7.35773218313657
FOXC1	6_1607572	"NA"	1.0147782238670344	0.3842079527288178	1.84563458843314	1.3800407131986479
FOXF1	16_86542832	DOWN	-0.6648904562674636	0.2980084915289154	0.10891839017551964	1.7465746550988615
FOXJ2	12_8183962	UP	-0.08361672690505806	0.6084860615048084	19.299074963656153	0.7167038791598712
FOXK2	17_80465467	"NA"	-0.20411953472395528	0.1864419414774929	24.29986699594059	2.4232016535908127
FOXN3	14_90083306	"NA"	-0.32320112139991064	0.12276599905859233	38.42271397333091	3.0260170438023932
FOXP1	3_71631753	"NA"	-0.525974690060198	0.012923747507045663	48.63895391597073	6.273831719906184
FOXR1	11_118825488	"NA"	-1.2940651903870257	0.018151693411887326	0.5495787382874894	5.783752043043041
FPGS	9_130554858	"NA"	-0.05133200164569729	0.8459008781771149	23.563428075125273	0.24143947520696227
FPGT	1_74660238	UP	-0.05392213372188692	0.8138661016636072	7.320891127035482	0.2971366349851351
FPGT-TNNI3K	1_74660238	UP	-0.7133290639864978	0.1562218584379289	1.7066647717999865	2.6783317665437156
FPR1	19_52254325	"NA"	1.3988017552795005	0.1515451532982011	5.380076952875025	2.722180382154513
FPR2	19_52254325	"NA"	1.1678067373482124	0.20646778750991787	2.591522563468076	2.276011380674998
