"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000010","BP","GO:2000010","positive regulation of protein localization to cell surface","6/1355","19/18670",0.00172117132594402,0.00172117132594402,0.0189861845257697,"TYROBP/ABCA7/AKT1/GPD1L/FCER1G/SNX33",6
"GO:0032613","BP","GO:0032613","interleukin-10 production","11/1355","55/18670",0.00173793102922299,0.00173793102922299,0.0191247533548871,"TYROBP/PYCARD/VSIR/MMP8/TLR4/TLR2/TSLP/FCER1G/INAVA/PRKCD/SYK",11
"GO:0007254","BP","GO:0007254","JNK cascade","28/1355","214/18670",0.00174898472789488,0.00174898472789488,0.0192000149710312,"HIPK2/RASSF2/PYCARD/HIPK3/LTBR/MMP8/PTK2B/GADD45G/DBNL/IL1RN/TLR4/AKT1/MAP3K6/FGD2/UBC/NCF1/PINK1/SYK/HDAC3/TRIB1/FZD8/PER1/IRAK1/CARD9/WNT7B/PTPN1/SIRPA/IKBKG",28
"GO:0032602","BP","GO:0032602","chemokine production","15/1355","89/18670",0.00176521260543616,0.00176521260543616,0.0193315793429344,"HMOX1/MEFV/PYCARD/LRP1/KLF4/TLR4/TLR2/TSLP/ADAM17/SYK/AZU1/LPL/ALOX15B/SIRPA/MIR590",15
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","48/1355","429/18670",0.00184112248094289,0.00184112248094289,0.0200826374458253,"PRKAR2B/MVP/BAK1/SIRT2/BAX/IRAK3/PTK6/RASSF2/DNAJC3/PARD6A/PYCARD/TGFB1/PPARGC1A/HIPK3/PTPN6/PDE4D/EIF4G1/CDKN2D/PKIB/MICAL1/KLF4/TLR4/DUSP6/PDPK1/AKT1/CTDSP1/CDKN2B/CDKN2A/ITPRIP/PTPRJ/GPD1L/PINK1/ZC3H12A/PRKCD/SMPD1/ILK/PSCA/HDAC3/PRNP/TRIB1/JUN/GBA/PER1/CHP1/PTPN1/SIRPA/CALM1/GGNBP2",48
"GO:0006936","BP","GO:0006936","muscle contraction","42/1355","363/18670",0.00184260982664908,0.00184260982664908,0.0200826374458253,"VIM/MAP2K3/PTGER3/PKP2/RHOA/HDAC4/PRKACA/ENO1/KCNN2/MYL6/MYL12A/EMD/P2RX1/PDE4D/CXCR4/KCNJ2/TRPM4/DTNA/AGT/TLN1/TPM3/NDUFS6/HTR7/ALDOA/GPD1L/ATP1A1/PROK2/ZC3H12A/TBX20/ADRB2/PTAFR/GAA/ATP2A2/KCNE1/SLC8A1/SMTN/STAC3/FLNA/CALM1/LTB4R/HSBP1/KCNE1B",42
"GO:0090114","BP","GO:0090114","COPII-coated vesicle budding","13/1355","72/18670",0.00184937118811699,0.00184937118811699,0.0201082238466784,"NSF/CTSZ/SEC23B/VAPA/SEC16B/RAB1A/PREB/TRAPPC1/TMED10/RAB1B/F8/SERPINA1/CRYZL2P-SEC16B",13
"GO:0009145","BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","12/1355","64/18670",0.00195843396469807,0.00195843396469807,0.0211929046111095,"SLC25A13/PKM/ENO1/NME3/TGFB1/IMPDH1/PPARGC1A/ATP5F1B/ATP5F1E/ALDOA/PINK1/TMSB4X",12
"GO:0046503","BP","GO:0046503","glycerolipid catabolic process","12/1355","64/18670",0.00195843396469807,0.00195843396469807,0.0211929046111095,"GDE1/PNPLA6/PNPLA3/ABHD12/PLA2G15/PLA2G4A/GPCPD1/APOA2/ABHD6/LPL/PNPLA1/APOC2",12
"GO:0016197","BP","GO:0016197","endosomal transport","29/1355","226/18670",0.001972163991088,0.001972163991088,0.0212909098364402,"VAMP3/EVI5/CLTCL1/WASHC2A/TOM1/CHMP4B/CCDC22/EHD4/PLEKHJ1/AP1S1/YKT6/RAB35/SNX17/CHMP3/DENND1A/SLC66A2/RAB17/CHMP2A/CHMP1A/SORT1/BLOC1S1/LYST/UBC/ARF6/TBC1D10B/SNX33/ARHGAP1/HGS/AP5B1",29
"GO:0002224","BP","GO:0002224","toll-like receptor signaling pathway","21/1355","146/18670",0.00198862088101488,0.00198862088101488,0.0214178205127098,"CYBA/WDFY1/IRAK3/NFKBIA/UNC93B1/RTN4/CTSL/TLR4/TLR2/PDPK1/UBC/ITGB2/MAPKAPK2/CTSB/TNIP2/ITGAM/CD14/IRAK1/PELI1/LILRA2/IKBKG",21
"GO:0003081","BP","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","7/1355","26/18670",0.00201463358543105,0.00201463358543105,0.021475118281167,"CYBA/RHOA/CTSG/CTSZ/AGT/ATP6AP2/CES1",7
"GO:1903579","BP","GO:1903579","negative regulation of ATP metabolic process","7/1355","26/18670",0.00201463358543105,0.00201463358543105,0.021475118281167,"RHOA/HDAC4/TIGAR/TSPO/PPIF/PPARGC1A/FBP1",7
"GO:0043620","BP","GO:0043620","regulation of DNA-templated transcription in response to stress","19/1355","127/18670",0.00201517822069111,0.00201517822069111,0.021475118281167,"PSMB1/SIRT2/PSMD8/HMOX1/PSMC1/PSMA7/PSMD7/ELOB/PSMD9/RPS6KA1/TMBIM6/UBC/MAPK7/CEBPB/PSMD2/DDIT3/JUN/ATF6B/PSMB3",19
"GO:0001774","BP","GO:0001774","microglial cell activation","10/1355","48/18670",0.00201750995682128,0.00201750995682128,0.021475118281167,"TYROBP/IFNGR1/GRN/MMP8/TLR2/ITGB2/ITGAM/AZU1/JUN/CCL3",10
"GO:0002269","BP","GO:0002269","leukocyte activation involved in inflammatory response","10/1355","48/18670",0.00201750995682128,0.00201750995682128,0.021475118281167,"TYROBP/IFNGR1/GRN/MMP8/TLR2/ITGB2/ITGAM/AZU1/JUN/CCL3",10
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","41/1355","354/18670",0.00203455188847012,0.00203455188847012,0.0215578267440827,"VAMP3/RHOA/CDC42/FAT2/TRIP6/LGALS1/CORO1A/MEGF9/BST1/FN1/ONECUT2/PTK2B/LRP1/PREX1/SDC4/ACTN4/NINJ1/EMILIN2/CD63/ITGA7/RAC1/MYO1G/THBS1/RAB1A/PDPK1/ADAM15/CDKN2A/PTPRJ/SPOCK1/MERTK/ZYX/ITGB2/ARPC2/RELL2/CDK5/ILK/CTNNB1/LAMB3/FLNA/S100A10/SRGAP2",41
"GO:0016242","BP","GO:0016242","negative regulation of macroautophagy","8/1355","33/18670",0.00203474404458359,0.00203474404458359,0.0215578267440827,"TIGAR/HMOX1/CHMP4B/QSOX1/BECN1/AKT1/PINK1/NRBP2",8
"GO:0042063","BP","GO:0042063","gliogenesis","35/1355","290/18670",0.00211039885544502,0.00211039885544502,0.0222942237148102,"VIM/IFNGR1/GRN/HEXB/RHOA/SIRT2/WDR1/TP73/PICK1/TSPO/NDRG1/TGFB1/RTN4/ID2/PTK2B/CXCR4/LRP1/PPARG/TLR4/TLR2/AKT1/DAAM2/NCSTN/CDK5/ILK/BMERB1/CTNNB1/MAP2K1/SRGAP2C/AZU1/CSPG4/CNP/PENK/SRGAP2/CCL3",35
"GO:0032147","BP","GO:0032147","activation of protein kinase activity","39/1355","333/18670",0.00211403637073894,0.00211403637073894,0.0222942237148102,"PRKAR2B/SLC11A1/MAP2K3/PRKACA/ADCY2/TP73/LAMTOR2/PTK2B/CXCR4/NCKAP1L/RIPK3/GADD45G/AGT/DBNL/TLR4/THBS1/PDE6H/DUSP6/PDPK1/AKT1/MAP3K6/UBC/PINK1/SHC1/PEA15/MAPKAPK2/INAVA/PROK2/PRKCD/SYK/RET/MAP2K1/ADRB2/PRNP/CSPG4/IRAK1/WNT7B/PTPN1/IKBKG",39
"GO:0001505","BP","GO:0001505","regulation of neurotransmitter levels","41/1355","355/18670",0.00214350297126574,0.00214350297126574,0.0225527673748343,"SLC44A1/SLC1A3/STX1B/SNAP29/UPB1/TSPO/DNAJC5/HRH3/GLA/SYT17/NCS1/P2RX1/SPR/MMP8/PTK2B/PDE1B/POR/STX11/AGT/RAC1/KLF4/TLR4/TLR2/GCHFR/NAAA/SDSL/AKT1/ALDH9A1/HNMT/SYN2/ITGB2/ZC3H12A/CDK5/SLC30A1/SNCG/ATP2A2/MCTP1/RIMS2/SHMT1/MAOA/SIRPA",41
"GO:0009141","BP","GO:0009141","nucleoside triphosphate metabolic process","17/1355","109/18670",0.00216105334069121,0.00216105334069121,0.0226328829002095,"SLC25A13/PKM/RHOA/ENO1/SAMHD1/NME3/TGFB1/IMPDH1/PPARGC1A/ATP5F1B/RHOQ/ATP5F1E/ALDOA/PINK1/SMPDL3A/NUDT16/TMSB4X",17
"GO:0051261","BP","GO:0051261","protein depolymerization","17/1355","109/18670",0.00216105334069121,0.00216105334069121,0.0226328829002095,"CAPG/NAV3/WDR1/CAPZB/SH3BP1/MTPN/PLEK/CAPZA1/CAMSAP2/MICAL1/VILL/MID1IP1/BMERB1/CFL1/GAK/CAPZA2/TWF2",17
"GO:0034612","BP","GO:0034612","response to tumor necrosis factor","37/1355","312/18670",0.00218260079555223,0.00218260079555223,0.0228061232331,"PSMB1/CYBA/HDAC4/PSMD8/GGT1/PSMC1/NFKBIA/PSMA7/CCL22/PSMD7/PYCARD/ASAH1/PPARGC1A/PSMD9/LTBR/PTK2B/ACTN4/THBS1/SPPL2A/AKT1/ADAM17/TNFSF13/HIPK1/ZC3H12A/SYK/ILK/CD14/PELI3/PSMD2/GBA/HYAL3/TMSB4X/TNFSF12/IKBKG/CCL23/CCL3/PSMB3",37
"GO:0002221","BP","GO:0002221","pattern recognition receptor signaling pathway","26/1355","197/18670",0.00221529218542432,0.00221529218542432,0.0230947478706888,"CYBA/WDFY1/IRAK3/NFKBIA/RIOK3/UNC93B1/RTN4/CTSL/TLR4/TLR2/PDPK1/TKFC/UBC/ITGB2/MAPKAPK2/INAVA/CTSB/TNIP2/ITGAM/CD14/NPLOC4/IRAK1/STING1/PELI1/LILRA2/IKBKG",26
"GO:0033209","BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","23/1355","167/18670",0.00223146212871882,0.00223146212871882,0.0232059198648248,"PSMB1/PSMD8/PSMC1/NFKBIA/PSMA7/PSMD7/PYCARD/PSMD9/LTBR/PTK2B/ACTN4/SPPL2A/ADAM17/TNFSF13/HIPK1/SYK/ILK/PELI3/PSMD2/TMSB4X/TNFSF12/IKBKG/PSMB3",23
"GO:0071356","BP","GO:0071356","cellular response to tumor necrosis factor","35/1355","291/18670",0.00223614345647532,0.00223614345647532,0.0232059198648248,"PSMB1/CYBA/HDAC4/PSMD8/PSMC1/NFKBIA/PSMA7/CCL22/PSMD7/PYCARD/ASAH1/PPARGC1A/PSMD9/LTBR/PTK2B/ACTN4/THBS1/SPPL2A/AKT1/ADAM17/TNFSF13/HIPK1/ZC3H12A/SYK/ILK/PELI3/PSMD2/GBA/HYAL3/TMSB4X/TNFSF12/IKBKG/CCL23/CCL3/PSMB3",35
"GO:0044090","BP","GO:0044090","positive regulation of vacuole organization","5/1355","14/18670",0.00229786619761567,0.00229786619761567,0.023738309830005,"GRN/BECN1/RALB/ANXA2/ANXA2P2",5
"GO:0046131","BP","GO:0046131","pyrimidine ribonucleoside metabolic process","5/1355","14/18670",0.00229786619761567,0.00229786619761567,0.023738309830005,"UPP2/APOBEC3H/CDA/APOBEC3B/UPP1",5
"GO:0050860","BP","GO:0050860","negative regulation of T cell receptor signaling pathway","6/1355","20/18670",0.00230932845558862,0.00230932845558862,0.0237490164091423,"PTPN6/ELF1/LGALS3/PTPRJ/PRNP/LILRB4",6
"GO:0051016","BP","GO:0051016","barbed-end actin filament capping","6/1355","20/18670",0.00230932845558862,0.00230932845558862,0.0237490164091423,"CAPG/CAPZB/MTPN/CAPZA1/CAPZA2/TWF2",6
"GO:1901215","BP","GO:1901215","negative regulation of neuron death","27/1355","208/18670",0.00234453703614527,0.00234453703614527,0.0240180516651159,"GRN/HIPK2/RHOA/TIGAR/BAX/HMOX1/PSMC1/DNAJC5/CHMP4B/CORO1A/PPARGC1A/EIF4G1/PTK2B/LRP1/PDPK1/AKT1/PINK1/CDK5/ILK/CTNNB1/CEBPB/JUN/GBA/NRBP2/ATG7/ITSN1/IKBKG",27
"GO:0002886","BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","11/1355","57/18670",0.00234603311955354,0.00234603311955354,0.0240180516651159,"TYROBP/STXBP2/HMOX1/PDPK1/FCER1G/ABR/ITGB2/SYK/PTAFR/ITGAM/FES",11
"GO:0002534","BP","GO:0002534","cytokine production involved in inflammatory response","10/1355","49/18670",0.00237288125563364,0.00237288125563364,0.0241302398364248,"ABCD1/MEFV/PYCARD/IL1R2/IL17B/TLR4/ZC3H12A/IL17RA/PER1/SIRPA",10
"GO:0071825","BP","GO:0071825","protein-lipid complex subunit organization","10/1355","49/18670",0.00237288125563364,0.00237288125563364,0.0241302398364248,"SOAT1/ABCA7/PRKACA/AGT/ARF1/ABCA5/APOA2/LPL/P4HB/APOC2",10
"GO:1903018","BP","GO:1903018","regulation of glycoprotein metabolic process","10/1355","49/18670",0.00237288125563364,0.00237288125563364,0.0241302398364248,"SOAT1/ABCA7/CST3/ACOT8/NECAB2/RAB1A/NCSTN/CTNNB1/RAB1B/CHP1",10
"GO:0010950","BP","GO:0010950","positive regulation of endopeptidase activity","24/1355","178/18670",0.00241469882663043,0.00241469882663043,0.024500800660313,"BID/BAK1/RHOA/BAX/MEFV/PYCARD/CTSH/VSIR/P2RX1/DAP/F3/CTSD/APAF1/HIP1/PPARG/CASP9/AKIRIN2/CIDEB/MTCH1/NLRP3/SYK/PRELID1/RPS27L/CARD9",24
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","16/1355","101/18670",0.00244543825594936,0.00244543825594936,0.0247575596999973,"CYBA/HDAC4/HMOX1/BMPR1A/PPARGC1A/GNAI2/ID2/MFN2/MDM2/AGT/THBS1/AKT1/PTAFR/JUN/IRAK1/DDX39B",16
"GO:0009199","BP","GO:0009199","ribonucleoside triphosphate metabolic process","14/1355","83/18670",0.00245635979516273,0.00245635979516273,0.0248129891316707,"SLC25A13/PKM/RHOA/ENO1/NME3/TGFB1/IMPDH1/PPARGC1A/ATP5F1B/RHOQ/ATP5F1E/ALDOA/PINK1/TMSB4X",14
"GO:0042533","BP","GO:0042533","tumor necrosis factor biosynthetic process","8/1355","34/18670",0.00249408963075133,0.00249408963075133,0.0250569769522625,"TYROBP/TLR4/THBS1/MAPKAPK2/SYK/CYBB/AZU1/CARD9",8
"GO:0042534","BP","GO:0042534","regulation of tumor necrosis factor biosynthetic process","8/1355","34/18670",0.00249408963075133,0.00249408963075133,0.0250569769522625,"TYROBP/TLR4/THBS1/MAPKAPK2/SYK/CYBB/AZU1/CARD9",8
"GO:0006869","BP","GO:0006869","lipid transport","43/1355","380/18670",0.00250239361117817,0.00250239361117817,0.0250569769522625,"SOAT1/ABCA7/ATP11A/OSBPL6/TSPO/NFKBIA/ABCD1/PITPNM1/TMEM30A/SCP2/PLA2G4A/NPC2/SLC66A2/LRP1/SLC10A2/ATP8B3/PPARG/AGT/TEX2/THBS1/CYP19A1/PCTP/AKT1/ACSL1/ABCA5/APOA2/PRKCD/SYK/MID1IP1/SLC27A4/MFSD2A/PRELID1/C2CD2L/PITPNA/ANO6/ANXA2/IRS2/GM2A/LRP10/PSAP/CES1/ANXA2P2/APOC2",43
"GO:0006874","BP","GO:0006874","cellular calcium ion homeostasis","50/1355","458/18670",0.00250251346756365,0.00250251346756365,0.0250569769522625,"CD4/BAK1/HEXB/PTGER3/CYBA/PRKACA/BAX/MCOLN1/CORO1A/TGFB1/GRIN2D/NCS1/CDH23/P2RX1/TCIRG1/VDR/PTPN6/PDE4D/PTK2B/CXCR4/PTGFR/LRP1/TRPV5/TRPM4/AGT/TMBIM6/PDPK1/PLCB3/MCU/NPTN/GRIN2C/SELENON/PROK2/ANXA5/CDK5/STIM1/SLC30A1/CHD7/C3AR1/PRNP/ATP2A2/DDIT3/GPR35/GRINA/ANXA2/SLC8A1/CALM1/ANXA2P2/CCL23/CCL3",50
"GO:0098739","BP","GO:0098739","import across plasma membrane","18/1355","120/18670",0.00253353287029177,0.00253353287029177,0.0253119350476056,"ATP1B3/SLC1A3/KCNJ2/TRPV5/TRPM4/AGT/SLC31A1/THBS1/SLC39A6/AKT1/SLC12A9/ATP1A1/SLC30A1/PRNP/SLC36A4/SLC8A1/IRS2/SLC9A6",18
"GO:0048261","BP","GO:0048261","negative regulation of receptor-mediated endocytosis","7/1355","27/18670",0.00255160366910593,0.00255160366910593,0.0253324739599814,"NECAB2/UNC119/RAC1/LRPAP1/ARF6/ANKRD13D/APOC2",7
"GO:0071280","BP","GO:0071280","cellular response to copper ion","7/1355","27/18670",0.00255160366910593,0.00255160366910593,0.0253324739599814,"MAP1LC3A/BECN1/MT1E/PRNP/MT1X/MT1F/MT1M",7
"GO:0034341","BP","GO:0034341","response to interferon-gamma","26/1355","199/18670",0.0025522701641058,0.0025522701641058,0.0253324739599814,"SLC11A1/VIM/IFNGR1/VAMP3/STXBP2/IL12RB1/HCK/CCL22/MEFV/GAPDH/ACTR3/IRF5/PPARG/TLR4/TLR2/ACTR2/IFNGR2/ZYX/PRKCD/PTAFR/TRIM8/AQP4/SIRPA/SLC26A6/CCL23/CCL3",26
"GO:2001056","BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","21/1355","149/18670",0.00255863521549509,0.00255863521549509,0.0253404421342397,"BID/BAK1/RHOA/BAX/MEFV/PYCARD/CTSH/P2RX1/DAP/F3/CTSD/APAF1/HIP1/PPARG/CASP9/CIDEB/MTCH1/NLRP3/SYK/RPS27L/CARD9",21
"GO:0045428","BP","GO:0045428","regulation of nitric oxide biosynthetic process","12/1355","66/18670",0.00256787399962197,0.00256787399962197,0.0253767751349787,"TSPO/GLA/MMP8/PTK2B/AGT/RAC1/KLF4/TLR4/AKT1/ITGB2/ZC3H12A/SIRPA",12
"GO:0031098","BP","GO:0031098","stress-activated protein kinase signaling cascade","37/1355","315/18670",0.00257428655686591,0.00257428655686591,0.0253850813809881,"MAP2K3/HIPK2/RHOA/RASSF2/PYCARD/HIPK3/LTBR/MMP8/PTK2B/GADD45G/AGT/DBNL/IL1RN/TLR4/AKT1/MAP3K6/FGD2/UBC/NCF1/PINK1/MAPKAPK2/INAVA/ZC3H12A/RELL2/SYK/TNIP2/MAP2K1/HDAC3/TRIB1/FZD8/PER1/IRAK1/CARD9/WNT7B/PTPN1/SIRPA/IKBKG",37
"GO:0051099","BP","GO:0051099","positive regulation of binding","24/1355","179/18670",0.00260169519073412,0.00260169519073412,0.025599947221774,"PLAUR/HIPK2/SIRT2/MAPRE3/MAPRE1/TGFB1/LFNG/EIF4G1/PLCL1/MMP8/LRP1/LGALS3/PPARG/KLF4/RALB/HMGB2/CDK5/ARF6/CTNNB1/ANXA2/STING1/S100A10/DDRGK1/ANXA2P2",24
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport","32/1355","262/18670",0.00264974418462829,0.00264974418462829,0.0260165445350981,"NISCH/SOAT1/ABCA7/ACTB/OSBPL6/TSPO/NFKBIA/HRH3/SYT17/P2RX1/MFSD10/SYT10/SCP2/NPC2/LRP1/SLC10A2/PPARG/AGT/CYP19A1/SLC16A3/ABCA5/PINK1/FCER1G/APOA2/SYK/EMB/SNCG/ANXA2/CES1/SLC26A6/ANXA2P2/APOC2",32
"GO:0032722","BP","GO:0032722","positive regulation of chemokine production","11/1355","58/18670",0.00270895344762694,0.00270895344762694,0.0264837373420588,"HMOX1/PYCARD/LRP1/TLR4/TLR2/TSLP/ADAM17/SYK/AZU1/LPL/ALOX15B",11
"GO:0061900","BP","GO:0061900","glial cell activation","11/1355","58/18670",0.00270895344762694,0.00270895344762694,0.0264837373420588,"TYROBP/IFNGR1/GRN/MMP8/LRP1/TLR2/ITGB2/ITGAM/AZU1/JUN/CCL3",11
"GO:0010876","BP","GO:0010876","lipid localization","46/1355","415/18670",0.002717379442889,0.002717379442889,0.0265092262567871,"HEXB/SOAT1/ABCA7/ATP11A/OSBPL6/TSPO/NFKBIA/ABCD1/PITPNM1/TMEM30A/SCP2/PLA2G4A/NPC2/SLC66A2/LRP1/SLC10A2/ATP8B3/PPARG/AGT/TEX2/THBS1/CYP19A1/PCTP/AKT1/ACSL1/ABCA5/APOA2/ZC3H12A/PRKCD/SYK/MID1IP1/SLC27A4/MFSD2A/PRELID1/C2CD2L/PITPNA/LPL/ANO6/ANXA2/IRS2/GM2A/LRP10/PSAP/CES1/ANXA2P2/APOC2",46
"GO:0006509","BP","GO:0006509","membrane protein ectodomain proteolysis","9/1355","42/18670",0.00272543174341095,0.00272543174341095,0.0265309684783684,"MYH9/APH1A/SPPL2A/FURIN/PSEN2/ADAM17/TIMP4/NCSTN/SNX33",9
"GO:0048704","BP","GO:0048704","embryonic skeletal system morphogenesis","15/1355","93/18670",0.00275414266848438,0.00275414266848438,0.0267057888224186,"HOXA11/HOXA6/HOXB6/SATB2/HOXB8/HOXB5/HOXB3/RDH10/SLC39A1/OSR2/CTNNB1/HOXB2/IRX5/HOXB4/HOXB7",15
"GO:0050818","BP","GO:0050818","regulation of coagulation","14/1355","84/18670",0.0027551143043461,0.0027551143043461,0.0267057888224186,"PLAUR/PLEK/F3/F12/TLR4/THBS1/FCER1G/PRKCD/ANXA5/SYK/ANO6/ANXA2/SERPINB2/ANXA2P2",14
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","25/1355","190/18670",0.00277492890816107,0.00277492890816107,0.026769234572196,"IFNGR1/IRAK3/SAMHD1/PYCARD/PTPN6/IL1R2/ELF1/CXCR4/PPARG/IL1RN/KLF4/TLR4/TLR2/SPPL2A/TSLP/ADAM17/IFNGR2/HIPK1/DCST1/SYK/MAPK7/PELI3/IRAK1/PTPN1/IKBKG",25
"GO:0006090","BP","GO:0006090","pyruvate metabolic process","21/1355","150/18670",0.00277686389113604,0.00277686389113604,0.026769234572196,"PKM/HDAC4/ENO1/TIGAR/PGK1/OGDH/GALK1/PPARGC1A/GAPDH/TPI1/PFKFB4/NUP210/LDHA/SLC16A3/ALDOA/PRXL2C/ADPGK/HK3/FBP1/PGAM1/PRKAG1",21
"GO:0043618","BP","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","18/1355","121/18670",0.00277928732786882,0.00277928732786882,0.026769234572196,"PSMB1/SIRT2/PSMD8/HMOX1/PSMC1/PSMA7/PSMD7/ELOB/PSMD9/TMBIM6/UBC/MAPK7/CEBPB/PSMD2/DDIT3/JUN/ATF6B/PSMB3",18
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","24/1355","180/18670",0.00280081683960124,0.00280081683960124,0.0268630144748901,"VIM/IFNGR1/VAMP3/STXBP2/IL12RB1/HCK/CCL22/GAPDH/ACTR3/IRF5/PPARG/TLR4/TLR2/ACTR2/IFNGR2/ZYX/PRKCD/PTAFR/TRIM8/AQP4/SIRPA/SLC26A6/CCL23/CCL3",24
"GO:1905330","BP","GO:1905330","regulation of morphogenesis of an epithelium","24/1355","180/18670",0.00280081683960124,0.00280081683960124,0.0268630144748901,"PSMB1/RHOA/CDC42/PSMD8/PSMC1/PSMA7/PARD6A/PSMD7/TGFB1/PFN1/PSMD9/AGT/RAC1/PRICKLE1/ITGAX/CELSR2/GPC3/AP2M1/CTNNB1/PSMD2/SAPCD2/AP2A1/HOXB7/PSMB3",24
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","44/1355","394/18670",0.00288419680828369,0.00288419680828369,0.0276046081075891,"CD4/TYROBP/RHOA/CDC42/IL12RB1/LGALS1/SIRPB1/CORO1A/PYCARD/CD276/EBI3/TGFB1/VSIR/BST1/PTPN6/PLEK/RPS6KA1/MMP8/NCKAP1L/RAC1/TLR4/THBS1/PDPK1/AKT1/TSLP/FCER1G/ITGB2/ZBTB7B/TNFSF13/NLRP3/SYK/STAT6/CCDC88B/TNIP2/PTAFR/ITGAM/GRB2/LAMP1/IRS2/LILRB4/PELI1/SIRPA/LILRA2/CCL3",44
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","52/1355","484/18670",0.00290392258975928,0.00290392258975928,0.0277351361987822,"SEMA3G/HEXB/RHOA/CDC42/WDR1/CAPZB/EPB41L3/ULK2/MYH9/HCK/CORO1A/SYT17/LIMK1/TTL/RTN4/REG1A/FN1/RHOQ/PTK2B/CXCR4/LRP1/PREX1/STRIP2/ACTN4/ITGA7/RAC1/DBNL/ACTR2/ARHGDIA/FGD2/SH3KBP1/MSN/ALDOA/ITGB2/CDC42EP3/ARPC2/CDK5/RET/ILK/MAP2K1/SDC2/CFL1/RIMS2/RHOG/FES/ARAP1/PLXNB2/FLNA/CDC42SE1/S100A10/TWF2/CCL3",52
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","31/1355","253/18670",0.00291338743238103,0.00291338743238103,0.0277673217514756,"HOXA11/PSMB1/RHOA/CDC42/BAX/PSMD8/PSMC1/PSMA7/PARD6A/PSMD7/TGFB1/BMPR1A/PFN1/PSMD9/VDR/POR/GATA5/AGT/RAC1/PRICKLE1/CELSR2/GPC3/RSPO2/AP2M1/CTNNB1/PSMD2/BASP1/SAPCD2/AP2A1/HOXB7/PSMB3",31
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","48/1355","439/18670",0.00292487223948708,0.00292487223948708,0.0278185848862764,"PRKAR2B/CD4/PTGER3/HOMER3/HDAC4/PRKACA/DGKD/ADCY2/LAT2/MCOLN1/GRIN2D/AHR/BST1/PDE4D/GNAI2/PLEK/ADGRL2/PTK2B/CXCR4/PTGFR/ADGRE5/TRPM4/RXFP2/AGT/THBS1/PDPK1/EIF4EBP2/PTPRJ/MCU/GRIN2C/SELENON/DEFB1/SYK/MAPK7/ADRB2/PRNP/AZU1/ADGRG2/ATP2A2/MCTP1/RIMS2/GPR3/SLC8A1/CHP1/HRH1/CALM1/STIMATE/CCL3",48
"GO:0097530","BP","GO:0097530","granulocyte migration","20/1355","141/18670",0.00296401942331928,0.00296401942331928,0.0281321843511532,"WDR1/CD99L2/CCL22/BST1/PDE4D/NCKAP1L/PREX1/LGALS3/RAC1/IL1RN/THBS1/FCER1G/ITGB2/SYK/C3AR1/SCG2/IL17RA/HRH1/CCL23/CCL3",20
"GO:0006907","BP","GO:0006907","pinocytosis","6/1355","21/18670",0.00303681417497959,0.00303681417497959,0.0285907472958277,"STX1B/PYCARD/EHD4/ACTN4/MAPKAPK2/SNX33",6
"GO:0048245","BP","GO:0048245","eosinophil chemotaxis","6/1355","21/18670",0.00303681417497959,0.00303681417497959,0.0285907472958277,"CCL22/LGALS3/SCG2/HRH1/CCL23/CCL3",6
"GO:1900016","BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","6/1355","21/18670",0.00303681417497959,0.00303681417497959,0.0285907472958277,"ABCD1/MEFV/PYCARD/IL1R2/ZC3H12A/SIRPA",6
"GO:0031349","BP","GO:0031349","positive regulation of defense response","43/1355","384/18670",0.00304016662503904,0.00304016662503904,0.0285907472958277,"PSMB1/GRN/PTGER3/CYBA/PRKACA/MGST2/PSMD8/PSMC1/NFKBIA/PSMA7/HCK/RIOK3/PSMD7/PYCARD/PSMD9/ULBP1/MMP8/IL17B/ULBP2/ULBP3/F12/AGT/TLR4/TLR2/PDPK1/TSLP/FCER1G/SIGLEC16/PRKCD/HMGB2/SYK/CEBPB/PSMD2/LPL/IL17RA/PENK/STING1/LAMP1/CARD9/LILRA2/IKBKG/CCL3/PSMB3",43
"GO:0046902","BP","GO:0046902","regulation of mitochondrial membrane permeability","13/1355","76/18670",0.00304371229587629,0.00304371229587629,0.0285907472958277,"BID/BAK1/HEBP2/TP73/BAX/PPIF/MPV17L/YWHAZ/YWHAB/NAIF1/CNP/SLC35F6/CHCHD10",13
